Source	Value
10/1/2018 7:00:02 AM	11.66
10/1/2018 7:00:03 AM	13.04
10/1/2018 7:00:04 AM	13.06
10/1/2018 7:00:08 AM	11.66
10/1/2018 7:00:09 AM	13.06
10/1/2018 7:00:10 AM	13.06
10/1/2018 7:00:12 AM	11.68
10/1/2018 7:00:18 AM	13.06
10/1/2018 7:00:22 AM	13.07
10/1/2018 7:00:58 AM	12.98
10/1/2018 8:00:01 AM	13.06
10/1/2018 8:00:02 AM	13.04
10/1/2018 8:00:04 AM	6.85
10/1/2018 8:00:05 AM	13.06
10/1/2018 8:00:10 AM	7.02
10/1/2018 8:00:15 AM	13.07
10/1/2018 8:00:16 AM	6.84
10/1/2018 8:00:25 AM	7.03
10/1/2018 8:00:39 AM	7.04
10/1/2018 9:00:08 AM	15.39
10/1/2018 9:00:09 AM	6.96
10/1/2018 9:00:15 AM	6.96
10/1/2018 9:00:19 AM	6.96
10/1/2018 9:00:20 AM	15.40
10/1/2018 9:00:21 AM	6.96
10/1/2018 9:00:23 AM	15.39
10/1/2018 9:00:31 AM	6.96
10/1/2018 10:00:02 AM	5.92
10/1/2018 10:00:15 AM	16.68
10/1/2018 10:00:21 AM	5.88
10/1/2018 10:00:26 AM	5.87
10/1/2018 10:00:27 AM	4.73
10/1/2018 10:00:28 AM	5.87
10/1/2018 10:00:30 AM	16.67
10/1/2018 10:00:36 AM	16.66
10/1/2018 10:00:39 AM	5.85
10/1/2018 10:00:53 AM	16.68
10/1/2018 11:00:00 AM	11.66
10/1/2018 11:00:01 AM	11.66
10/1/2018 11:00:05 AM	17.35
10/1/2018 11:00:06 AM	11.67
10/1/2018 11:00:08 AM	11.62
10/1/2018 11:00:10 AM	17.35
10/1/2018 11:00:20 AM	9.36
10/1/2018 11:00:22 AM	17.35
10/1/2018 11:00:32 AM	11.66
10/1/2018 11:00:33 AM	11.72
10/1/2018 11:00:39 AM	17.37
10/1/2018 12:00:04 PM	13.04
10/1/2018 12:00:05 PM	13.05
10/1/2018 12:00:07 PM	13.05
10/1/2018 12:00:15 PM	12.28
10/1/2018 12:00:25 PM	13.08
10/1/2018 12:00:29 PM	12.25
10/1/2018 12:00:35 PM	12.25
10/1/2018 12:00:38 PM	12.54
10/1/2018 12:00:39 PM	13.05
10/1/2018 12:00:44 PM	13.07
10/1/2018 12:00:47 PM	12.24
10/1/2018 1:00:01 PM	15.39
10/1/2018 1:00:04 PM	10.80
10/1/2018 1:00:10 PM	15.39
10/1/2018 1:00:13 PM	15.39
10/1/2018 1:00:14 PM	15.40
10/1/2018 1:00:15 PM	15.39
10/1/2018 1:00:29 PM	10.78
10/1/2018 1:00:32 PM	13.20
10/1/2018 1:00:36 PM	10.77
10/1/2018 1:00:40 PM	10.77
10/1/2018 2:00:01 PM	8.02
10/1/2018 2:00:06 PM	16.68
10/1/2018 2:00:07 PM	16.68
10/1/2018 2:00:09 PM	8.01
10/1/2018 2:00:16 PM	16.68
10/1/2018 2:00:20 PM	16.68
10/1/2018 2:00:34 PM	16.68
10/1/2018 2:00:38 PM	12.95
10/1/2018 2:00:41 PM	16.68
10/1/2018 2:00:42 PM	8.02
10/1/2018 3:00:02 PM	16.91
10/1/2018 3:00:03 PM	11.30
10/1/2018 3:00:04 PM	16.91
10/1/2018 3:00:08 PM	16.93
10/1/2018 3:00:14 PM	17.34
10/1/2018 3:00:22 PM	17.34
10/1/2018 3:00:27 PM	17.35
10/1/2018 3:00:45 PM	13.33
10/1/2018 3:00:52 PM	16.96
10/1/2018 4:00:01 PM	16.49
10/1/2018 4:00:03 PM	16.49
10/1/2018 4:00:04 PM	12.33
10/1/2018 4:00:10 PM	16.50
10/1/2018 4:00:16 PM	16.49
10/1/2018 4:00:18 PM	12.29
10/1/2018 4:00:21 PM	12.28
10/1/2018 4:00:34 PM	12.27
10/1/2018 4:00:51 PM	11.84
10/1/2018 5:00:03 PM	13.83
10/1/2018 5:00:04 PM	10.81
10/1/2018 5:00:09 PM	10.80
10/1/2018 5:00:10 PM	10.80
10/1/2018 5:00:16 PM	16.85
10/1/2018 5:00:19 PM	10.79
10/1/2018 5:00:20 PM	13.82
10/1/2018 5:00:21 PM	10.79
10/1/2018 5:00:24 PM	13.85
10/1/2018 5:00:28 PM	10.78
10/1/2018 5:00:56 PM	10.75
10/1/2018 6:00:02 PM	8.02
10/1/2018 6:00:04 PM	10.60
10/1/2018 6:00:07 PM	8.03
10/1/2018 6:00:09 PM	10.59
10/1/2018 6:00:10 PM	8.02
10/1/2018 6:00:15 PM	8.01
10/1/2018 6:00:16 PM	8.02
10/1/2018 6:00:31 PM	10.54
10/1/2018 6:00:32 PM	10.71
10/1/2018 6:00:34 PM	8.02
10/1/2018 7:00:07 PM	11.30
10/1/2018 7:00:09 PM	9.40
10/1/2018 7:00:14 PM	16.94
10/1/2018 7:00:15 PM	8.21
10/1/2018 7:00:16 PM	16.94
10/1/2018 7:00:20 PM	16.95
10/1/2018 7:00:21 PM	16.95
10/1/2018 7:00:29 PM	16.97
10/1/2018 7:00:37 PM	8.20
10/1/2018 7:00:41 PM	16.96
10/1/2018 7:00:47 PM	8.18
10/1/2018 8:00:13 PM	8.33
10/1/2018 8:00:15 PM	16.49
10/1/2018 8:00:16 PM	8.35
10/1/2018 8:00:18 PM	8.93
10/1/2018 8:00:21 PM	8.94
10/1/2018 8:00:22 PM	16.50
10/1/2018 8:00:26 PM	16.49
10/1/2018 8:00:27 PM	16.49
10/1/2018 8:00:30 PM	16.50
10/1/2018 8:00:44 PM	8.94
10/1/2018 8:00:47 PM	16.49
10/1/2018 9:00:00 PM	5.47
10/1/2018 9:00:01 PM	13.82
10/1/2018 9:00:03 PM	9.01
10/1/2018 9:00:04 PM	13.83
10/1/2018 9:00:06 PM	13.83
10/1/2018 9:00:19 PM	5.47
10/1/2018 9:00:27 PM	9.00
10/1/2018 9:00:31 PM	3.38
10/1/2018 9:00:32 PM	13.81
10/1/2018 9:00:33 PM	13.85
10/1/2018 9:00:41 PM	13.82
10/1/2018 9:00:50 PM	8.99
10/1/2018 10:00:00 PM	3.43
10/1/2018 10:00:01 PM	10.61
10/1/2018 10:00:02 PM	8.44
10/1/2018 10:00:05 PM	10.60
10/1/2018 10:00:10 PM	10.59
10/1/2018 10:00:11 PM	10.59
10/1/2018 10:00:12 PM	10.58
10/1/2018 10:00:24 PM	3.16
10/1/2018 10:00:33 PM	8.43
10/1/2018 10:00:40 PM	10.52
10/1/2018 11:00:01 PM	8.22
10/1/2018 11:00:03 PM	8.42
10/1/2018 11:00:04 PM	8.22
10/1/2018 11:00:11 PM	8.21
10/1/2018 11:00:14 PM	11.51
10/1/2018 11:00:15 PM	8.21
10/1/2018 11:00:22 PM	8.42
10/1/2018 11:00:29 PM	2.52
10/1/2018 11:00:39 PM	8.43
10/1/2018 11:00:56 PM	8.17
10/2/2018 12:00:01 AM	35.27
10/2/2018 12:00:06 AM	8.94
10/2/2018 12:00:09 AM	14.22
10/2/2018 12:00:10 AM	8.94
10/2/2018 12:00:16 AM	8.93
10/2/2018 12:00:20 AM	8.93
10/2/2018 12:00:34 AM	3.18
10/2/2018 12:00:44 AM	14.26
10/2/2018 12:00:45 AM	14.31
10/2/2018 1:00:10 AM	57.11
10/2/2018 1:00:11 AM	9.01
10/2/2018 1:00:15 AM	9.01
10/2/2018 1:00:16 AM	19.46
10/2/2018 1:00:22 AM	9.01
10/2/2018 1:00:24 AM	9.00
10/2/2018 1:00:25 AM	9.01
10/2/2018 1:00:33 AM	9.00
10/2/2018 1:00:38 AM	3.39
10/2/2018 1:00:52 AM	19.53
10/2/2018 2:00:01 AM	8.45
10/2/2018 2:00:03 AM	8.21
10/2/2018 2:00:07 AM	8.44
10/2/2018 2:00:19 AM	8.21
10/2/2018 2:00:21 AM	8.44
10/2/2018 2:00:23 AM	8.19
10/2/2018 2:00:27 AM	8.43
10/2/2018 2:00:30 AM	8.43
10/2/2018 2:00:31 AM	8.17
10/2/2018 2:00:40 AM	8.43
10/2/2018 2:00:43 AM	3.42
10/2/2018 3:00:01 AM	8.41
10/2/2018 3:00:02 AM	8.42
10/2/2018 3:00:03 AM	8.41
10/2/2018 3:00:05 AM	14.18
10/2/2018 3:00:06 AM	8.42
10/2/2018 3:00:08 AM	14.16
10/2/2018 3:00:20 AM	8.41
10/2/2018 3:00:26 AM	8.43
10/2/2018 3:00:30 AM	14.14
10/2/2018 3:00:37 AM	14.16
10/2/2018 3:00:48 AM	2.93
10/2/2018 4:00:05 AM	14.20
10/2/2018 4:00:06 AM	14.21
10/2/2018 4:00:09 AM	14.22
10/2/2018 4:00:10 AM	8.65
10/2/2018 4:00:12 AM	14.24
10/2/2018 4:00:26 AM	8.64
10/2/2018 4:00:31 AM	14.27
10/2/2018 4:00:36 AM	8.64
10/2/2018 4:00:53 AM	2.86
10/2/2018 5:00:10 AM	19.49
10/2/2018 5:00:13 AM	19.42
10/2/2018 5:00:15 AM	19.46
10/2/2018 5:00:18 AM	8.91
10/2/2018 5:00:19 AM	19.46
10/2/2018 5:00:28 AM	19.42
10/2/2018 5:00:36 AM	19.40
10/2/2018 5:00:39 AM	8.90
10/2/2018 5:00:42 AM	6.88
10/2/2018 5:00:43 AM	8.92
10/2/2018 5:00:47 AM	8.90
10/2/2018 5:00:58 AM	3.43
10/2/2018 6:00:02 AM	8.21
10/2/2018 6:00:03 AM	8.25
10/2/2018 6:00:13 AM	8.24
10/2/2018 6:00:15 AM	8.20
10/2/2018 6:00:22 AM	8.19
10/2/2018 6:00:24 AM	8.23
10/2/2018 6:00:25 AM	8.19
10/2/2018 6:00:35 AM	8.20
10/2/2018 6:00:42 AM	8.20
10/2/2018 6:00:49 AM	8.20
10/2/2018 7:00:01 AM	12.92
10/2/2018 7:00:03 AM	14.17
10/2/2018 7:00:06 AM	14.16
10/2/2018 7:00:08 AM	5.48
10/2/2018 7:00:15 AM	14.19
10/2/2018 7:00:20 AM	14.20
10/2/2018 7:00:28 AM	14.19
10/2/2018 7:00:30 AM	12.99
10/2/2018 7:00:31 AM	14.13
10/2/2018 7:00:32 AM	12.99
10/2/2018 7:00:56 AM	13.02
10/2/2018 8:00:01 AM	8.65
10/2/2018 8:00:02 AM	8.65
10/2/2018 8:00:03 AM	14.63
10/2/2018 8:00:10 AM	8.65
10/2/2018 8:00:11 AM	8.65
10/2/2018 8:00:13 AM	5.72
10/2/2018 8:00:18 AM	14.68
10/2/2018 8:00:19 AM	11.65
10/2/2018 8:00:22 AM	8.64
10/2/2018 8:00:33 AM	14.67
10/2/2018 8:00:36 AM	14.72
10/2/2018 8:00:38 AM	8.64
10/2/2018 9:00:07 AM	8.90
10/2/2018 9:00:08 AM	8.91
10/2/2018 9:00:10 AM	14.23
10/2/2018 9:00:16 AM	8.90
10/2/2018 9:00:19 AM	14.22
10/2/2018 9:00:33 AM	8.91
10/2/2018 9:00:37 AM	14.18
10/2/2018 9:00:43 AM	14.23
10/2/2018 10:00:03 AM	11.45
10/2/2018 10:00:06 AM	8.25
10/2/2018 10:00:13 AM	8.24
10/2/2018 10:00:14 AM	11.45
10/2/2018 10:00:18 AM	11.44
10/2/2018 10:00:24 AM	5.14
10/2/2018 10:00:32 AM	8.23
10/2/2018 10:00:39 AM	8.23
10/2/2018 10:00:49 AM	8.23
10/2/2018 10:00:50 AM	11.35
10/2/2018 11:00:00 AM	10.91
10/2/2018 11:00:05 AM	10.90
10/2/2018 11:00:06 AM	12.92
10/2/2018 11:00:12 AM	12.94
10/2/2018 11:00:14 AM	12.97
10/2/2018 11:00:18 AM	12.96
10/2/2018 11:00:25 AM	12.98
10/2/2018 11:00:27 AM	10.89
10/2/2018 11:00:32 AM	13.00
10/2/2018 12:00:02 PM	8.74
10/2/2018 12:00:12 PM	14.63
10/2/2018 12:00:18 PM	8.74
10/2/2018 12:00:19 PM	14.66
10/2/2018 12:00:24 PM	14.68
10/2/2018 12:00:32 PM	8.73
10/2/2018 12:00:37 PM	14.69
10/2/2018 12:00:38 PM	11.63
10/2/2018 1:00:03 PM	14.25
10/2/2018 1:00:06 PM	14.24
10/2/2018 1:00:08 PM	6.85
10/2/2018 1:00:13 PM	6.84
10/2/2018 1:00:26 PM	14.21
10/2/2018 1:00:27 PM	14.22
10/2/2018 1:00:28 PM	14.20
10/2/2018 1:00:30 PM	14.21
10/2/2018 1:00:31 PM	6.84
10/2/2018 1:00:32 PM	3.73
10/2/2018 1:00:38 PM	6.84
10/2/2018 1:00:44 PM	11.19
10/2/2018 2:00:09 PM	11.45
10/2/2018 2:00:11 PM	11.46
10/2/2018 2:00:12 PM	11.45
10/2/2018 2:00:14 PM	4.67
10/2/2018 2:00:21 PM	11.43
10/2/2018 2:00:33 PM	11.43
10/2/2018 2:00:36 PM	11.41
10/2/2018 2:00:37 PM	4.68
10/2/2018 2:00:43 PM	4.79
10/2/2018 2:00:44 PM	4.60
10/2/2018 2:00:50 PM	9.24
10/2/2018 3:00:05 PM	10.90
10/2/2018 3:00:10 PM	10.89
10/2/2018 3:00:15 PM	10.90
10/2/2018 3:00:17 PM	15.15
10/2/2018 3:00:18 PM	10.89
10/2/2018 3:00:19 PM	15.17
10/2/2018 3:00:30 PM	10.90
10/2/2018 3:00:40 PM	10.87
10/2/2018 3:00:50 PM	15.15
10/2/2018 3:00:54 PM	15.15
10/2/2018 3:00:56 PM	6.78
10/2/2018 4:00:02 PM	12.60
10/2/2018 4:00:07 PM	8.73
10/2/2018 4:00:08 PM	12.58
10/2/2018 4:00:11 PM	8.74
10/2/2018 4:00:20 PM	8.74
10/2/2018 4:00:23 PM	8.74
10/2/2018 4:00:26 PM	12.58
10/2/2018 4:00:32 PM	8.75
10/2/2018 4:00:46 PM	4.51
10/2/2018 4:00:47 PM	8.74
10/2/2018 4:00:57 PM	12.54
10/2/2018 5:00:03 PM	6.85
10/2/2018 5:00:04 PM	12.35
10/2/2018 5:00:07 PM	3.73
10/2/2018 5:00:16 PM	6.85
10/2/2018 5:00:23 PM	13.18
10/2/2018 5:00:26 PM	6.85
10/2/2018 5:00:28 PM	6.84
10/2/2018 5:00:30 PM	12.32
10/2/2018 5:00:32 PM	12.32
10/2/2018 5:00:37 PM	6.84
10/2/2018 6:00:01 PM	7.70
10/2/2018 6:00:09 PM	4.58
10/2/2018 6:00:10 PM	4.67
10/2/2018 6:00:11 PM	7.69
10/2/2018 6:00:12 PM	4.67
10/2/2018 6:00:21 PM	4.74
10/2/2018 6:00:34 PM	4.73
10/2/2018 6:00:38 PM	7.63
10/2/2018 6:00:39 PM	10.24
10/2/2018 7:00:00 PM	30.44
10/2/2018 7:00:03 PM	15.12
10/2/2018 7:00:06 PM	15.13
10/2/2018 7:00:12 PM	15.15
10/2/2018 7:00:17 PM	15.16
10/2/2018 7:00:19 PM	12.68
10/2/2018 7:00:39 PM	15.16
10/2/2018 7:00:43 PM	15.16
10/2/2018 7:00:44 PM	12.71
10/2/2018 8:00:02 PM	12.57
10/2/2018 8:00:03 PM	12.58
10/2/2018 8:00:10 PM	12.57
10/2/2018 8:00:13 PM	12.57
10/2/2018 8:00:18 PM	53.81
10/2/2018 8:00:23 PM	8.61
10/2/2018 8:00:24 PM	18.26
10/2/2018 8:00:28 PM	12.56
10/2/2018 8:00:51 PM	18.31
10/2/2018 8:00:55 PM	18.32
10/2/2018 9:00:00 PM	9.25
10/2/2018 9:00:01 PM	18.59
10/2/2018 9:00:03 PM	12.35
10/2/2018 9:00:08 PM	18.55
10/2/2018 9:00:09 PM	12.35
10/2/2018 9:00:15 PM	12.35
10/2/2018 9:00:17 PM	12.34
10/2/2018 9:00:19 PM	12.34
10/2/2018 9:00:27 PM	12.32
10/2/2018 9:00:30 PM	18.50
10/2/2018 9:00:37 PM	56.18
10/2/2018 10:00:06 PM	18.15
10/2/2018 10:00:10 PM	7.70
10/2/2018 10:00:16 PM	7.69
10/2/2018 10:00:21 PM	7.68
10/2/2018 10:00:24 PM	18.19
10/2/2018 10:00:25 PM	7.67
10/2/2018 10:00:36 PM	18.25
10/2/2018 10:00:47 PM	57.91
10/2/2018 10:00:58 PM	7.59
10/2/2018 11:00:02 PM	12.68
10/2/2018 11:00:12 PM	21.21
10/2/2018 11:00:13 PM	21.21
10/2/2018 11:00:17 PM	63.24
10/2/2018 11:00:26 PM	12.71
10/2/2018 11:00:30 PM	12.71
10/2/2018 11:00:31 PM	12.72
10/2/2018 11:00:35 PM	12.74
10/2/2018 11:00:42 PM	21.22
10/2/2018 11:00:43 PM	12.73
10/3/2018 12:00:05 AM	7.26
10/3/2018 12:00:06 AM	24.93
10/3/2018 12:00:08 AM	18.22
10/3/2018 12:00:11 AM	10.30
10/3/2018 12:00:18 AM	10.29
10/3/2018 12:00:21 AM	18.23
10/3/2018 12:00:33 AM	18.26
10/3/2018 12:00:37 AM	18.29
10/3/2018 12:00:38 AM	18.28
10/3/2018 12:00:47 AM	8.63
10/3/2018 12:00:49 AM	10.20
10/3/2018 1:00:00 AM	18.60
10/3/2018 1:00:04 AM	18.57
10/3/2018 1:00:05 AM	15.11
10/3/2018 1:00:11 AM	18.60
10/3/2018 1:00:12 AM	18.56
10/3/2018 1:00:15 AM	36.54
10/3/2018 1:00:24 AM	15.09
10/3/2018 1:00:35 AM	15.17
10/3/2018 1:00:43 AM	18.46
10/3/2018 1:00:53 AM	9.23
10/3/2018 2:00:01 AM	10.72
10/3/2018 2:00:03 AM	18.15
10/3/2018 2:00:05 AM	18.15
10/3/2018 2:00:09 AM	10.81
10/3/2018 2:00:16 AM	10.79
10/3/2018 2:00:17 AM	18.20
10/3/2018 2:00:18 AM	18.19
10/3/2018 2:00:22 AM	18.20
10/3/2018 2:00:29 AM	10.81
10/3/2018 2:00:50 AM	18.26
10/3/2018 2:00:59 AM	7.07
10/3/2018 3:00:01 AM	21.20
10/3/2018 3:00:04 AM	21.21
10/3/2018 3:00:08 AM	14.84
10/3/2018 3:00:10 AM	21.22
10/3/2018 3:00:25 AM	21.22
10/3/2018 3:00:29 AM	21.22
10/3/2018 3:00:31 AM	14.79
10/3/2018 3:00:36 AM	14.79
10/3/2018 3:00:39 AM	14.79
10/3/2018 3:00:40 AM	21.21
10/3/2018 4:00:00 AM	10.35
10/3/2018 4:00:02 AM	10.34
10/3/2018 4:00:09 AM	7.25
10/3/2018 4:00:11 AM	10.29
10/3/2018 4:00:15 AM	7.44
10/3/2018 4:00:23 AM	10.28
10/3/2018 4:00:31 AM	7.42
10/3/2018 4:00:37 AM	10.20
10/3/2018 4:00:42 AM	7.40
10/3/2018 4:00:43 AM	6.63
10/3/2018 4:00:49 AM	7.40
10/3/2018 5:00:04 AM	8.78
10/3/2018 5:00:06 AM	15.09
10/3/2018 5:00:08 AM	15.09
10/3/2018 5:00:13 AM	8.81
10/3/2018 5:00:15 AM	15.08
10/3/2018 5:00:22 AM	8.79
10/3/2018 5:00:42 AM	15.18
10/3/2018 5:00:43 AM	15.21
10/3/2018 5:00:49 AM	8.79
10/3/2018 6:00:02 AM	10.72
10/3/2018 6:00:10 AM	10.84
10/3/2018 6:00:12 AM	10.74
10/3/2018 6:00:13 AM	10.74
10/3/2018 6:00:14 AM	10.75
10/3/2018 6:00:20 AM	10.76
10/3/2018 6:00:24 AM	10.79
10/3/2018 6:00:28 AM	7.69
10/3/2018 6:00:41 AM	7.67
10/3/2018 6:00:55 AM	7.66
10/3/2018 7:00:02 AM	11.11
10/3/2018 7:00:08 AM	14.86
10/3/2018 7:00:18 AM	14.84
10/3/2018 7:00:20 AM	14.83
10/3/2018 7:00:23 AM	10.99
10/3/2018 7:00:24 AM	11.14
10/3/2018 7:00:26 AM	14.82
10/3/2018 7:00:31 AM	14.81
10/3/2018 7:00:34 AM	11.15
10/3/2018 7:00:47 AM	14.78
10/3/2018 8:00:00 AM	7.46
10/3/2018 8:00:04 AM	7.45
10/3/2018 8:00:08 AM	13.78
10/3/2018 8:00:12 AM	13.78
10/3/2018 8:00:17 AM	7.44
10/3/2018 8:00:24 AM	7.44
10/3/2018 8:00:27 AM	7.43
10/3/2018 8:00:32 AM	7.42
10/3/2018 8:00:37 AM	13.78
10/3/2018 8:00:41 AM	13.80
10/3/2018 9:00:01 AM	8.77
10/3/2018 9:00:06 AM	8.78
10/3/2018 9:00:10 AM	13.84
10/3/2018 9:00:15 AM	13.83
10/3/2018 9:00:23 AM	13.83
10/3/2018 9:00:25 AM	8.76
10/3/2018 9:00:29 AM	8.79
10/3/2018 9:00:32 AM	8.79
10/3/2018 9:00:36 AM	8.76
10/3/2018 9:00:38 AM	7.46
10/3/2018 9:00:49 AM	13.83
10/3/2018 10:00:03 AM	7.73
10/3/2018 10:00:06 AM	14.08
10/3/2018 10:00:07 AM	12.31
10/3/2018 10:00:11 AM	14.05
10/3/2018 10:00:12 AM	7.71
10/3/2018 10:00:19 AM	14.06
10/3/2018 10:00:22 AM	14.05
10/3/2018 10:00:35 AM	7.69
10/3/2018 10:00:38 AM	7.68
10/3/2018 10:00:43 AM	6.21
10/3/2018 11:00:03 AM	15.52
10/3/2018 11:00:12 AM	11.12
10/3/2018 11:00:17 AM	11.13
10/3/2018 11:00:22 AM	11.12
10/3/2018 11:00:24 AM	15.51
10/3/2018 11:00:25 AM	11.59
10/3/2018 11:00:28 AM	15.53
10/3/2018 11:00:34 AM	15.51
10/3/2018 11:00:40 AM	11.15
10/3/2018 11:00:44 AM	11.16
10/3/2018 11:00:49 AM	11.05
10/3/2018 12:00:00 PM	13.78
10/3/2018 12:00:05 PM	11.14
10/3/2018 12:00:06 PM	11.12
10/3/2018 12:00:09 PM	11.14
10/3/2018 12:00:11 PM	11.13
10/3/2018 12:00:13 PM	13.79
10/3/2018 12:00:18 PM	13.78
10/3/2018 12:00:22 PM	13.78
10/3/2018 12:00:35 PM	11.12
10/3/2018 12:00:38 PM	13.78
10/3/2018 12:00:51 PM	13.77
10/3/2018 12:00:55 PM	13.76
10/3/2018 1:00:02 PM	13.45
10/3/2018 1:00:05 PM	13.81
10/3/2018 1:00:06 PM	13.82
10/3/2018 1:00:12 PM	9.00
10/3/2018 1:00:15 PM	13.80
10/3/2018 1:00:18 PM	8.99
10/3/2018 1:00:24 PM	13.81
10/3/2018 1:00:25 PM	8.98
10/3/2018 1:00:29 PM	13.86
10/3/2018 1:00:38 PM	13.83
10/3/2018 1:00:41 PM	8.97
10/3/2018 2:00:00 PM	14.09
10/3/2018 2:00:01 PM	14.08
10/3/2018 2:00:03 PM	8.99
10/3/2018 2:00:05 PM	14.08
10/3/2018 2:00:08 PM	12.32
10/3/2018 2:00:12 PM	14.08
10/3/2018 2:00:15 PM	14.06
10/3/2018 2:00:24 PM	9.00
10/3/2018 2:00:28 PM	8.97
10/3/2018 2:00:35 PM	14.04
10/3/2018 2:00:47 PM	9.05
10/3/2018 3:00:04 PM	15.52
10/3/2018 3:00:07 PM	19.08
10/3/2018 3:00:08 PM	15.52
10/3/2018 3:00:10 PM	15.52
10/3/2018 3:00:12 PM	15.53
10/3/2018 3:00:14 PM	19.10
10/3/2018 3:00:31 PM	19.12
10/3/2018 3:00:39 PM	15.52
10/3/2018 3:00:41 PM	15.51
10/3/2018 3:00:53 PM	19.12
10/3/2018 4:00:04 PM	15.42
10/3/2018 4:00:09 PM	15.42
10/3/2018 4:00:10 PM	11.14
10/3/2018 4:00:12 PM	11.14
10/3/2018 4:00:15 PM	11.13
10/3/2018 4:00:16 PM	15.41
10/3/2018 4:00:19 PM	11.13
10/3/2018 4:00:20 PM	11.10
10/3/2018 4:00:26 PM	11.13
10/3/2018 4:00:38 PM	15.42
10/3/2018 5:00:05 PM	15.36
10/3/2018 5:00:10 PM	9.00
10/3/2018 5:00:14 PM	15.35
10/3/2018 5:00:15 PM	8.99
10/3/2018 5:00:16 PM	8.99
10/3/2018 5:00:18 PM	8.99
10/3/2018 5:00:21 PM	8.99
10/3/2018 5:00:24 PM	20.81
10/3/2018 5:00:26 PM	8.99
10/3/2018 5:00:45 PM	8.29
10/3/2018 5:00:46 PM	15.34
10/3/2018 6:00:00 PM	8.39
10/3/2018 6:00:03 PM	8.29
10/3/2018 6:00:04 PM	8.29
10/3/2018 6:00:11 PM	8.27
10/3/2018 6:00:16 PM	8.97
10/3/2018 6:00:21 PM	8.99
10/3/2018 6:00:22 PM	8.97
10/3/2018 6:00:27 PM	9.00
10/3/2018 6:00:31 PM	9.01
10/3/2018 6:00:32 PM	9.01
10/3/2018 6:00:46 PM	8.97
10/3/2018 7:00:03 PM	19.07
10/3/2018 7:00:04 PM	19.05
10/3/2018 7:00:07 PM	8.76
10/3/2018 7:00:09 PM	19.07
10/3/2018 7:00:10 PM	8.69
10/3/2018 7:00:17 PM	8.75
10/3/2018 7:00:26 PM	19.11
10/3/2018 7:00:33 PM	19.13
10/3/2018 7:00:37 PM	12.77
10/3/2018 7:00:38 PM	19.10
10/3/2018 7:00:45 PM	11.01
10/3/2018 8:00:05 PM	17.35
10/3/2018 8:00:06 PM	15.42
10/3/2018 8:00:07 PM	10.73
10/3/2018 8:00:09 PM	50.24
10/3/2018 8:00:10 PM	6.63
10/3/2018 8:00:11 PM	15.42
10/3/2018 8:00:23 PM	17.36
10/3/2018 8:00:25 PM	17.34
10/3/2018 8:00:33 PM	15.43
10/3/2018 8:00:40 PM	15.40
10/3/2018 8:00:43 PM	10.75
10/3/2018 8:00:44 PM	15.40
10/3/2018 8:00:45 PM	15.42
10/3/2018 9:00:05 PM	15.38
10/3/2018 9:00:06 PM	44.00
10/3/2018 9:00:12 PM	16.37
10/3/2018 9:00:13 PM	15.38
10/3/2018 9:00:17 PM	16.38
10/3/2018 9:00:29 PM	16.36
10/3/2018 9:00:39 PM	15.38
10/3/2018 9:00:49 PM	8.31
10/3/2018 9:00:52 PM	15.33
10/3/2018 10:00:01 PM	8.30
10/3/2018 10:00:16 PM	8.25
10/3/2018 10:00:18 PM	17.62
10/3/2018 10:00:19 PM	49.99
10/3/2018 10:00:23 PM	8.22
10/3/2018 10:00:25 PM	8.22
10/3/2018 10:00:32 PM	17.61
10/3/2018 10:00:34 PM	17.60
10/3/2018 10:00:46 PM	8.17
10/3/2018 10:00:54 PM	6.39
10/3/2018 11:00:02 PM	42.85
10/3/2018 11:00:03 PM	8.70
10/3/2018 11:00:04 PM	8.71
10/3/2018 11:00:15 PM	15.30
10/3/2018 11:00:22 PM	8.70
10/3/2018 11:00:24 PM	15.30
10/3/2018 11:00:25 PM	8.69
10/3/2018 11:00:29 PM	8.80
10/3/2018 11:00:34 PM	8.85
10/3/2018 11:00:40 PM	7.94
10/3/2018 11:00:41 PM	15.33
10/3/2018 11:00:59 PM	5.87
10/4/2018 12:00:03 AM	17.36
10/4/2018 12:00:05 AM	6.63
10/4/2018 12:00:08 AM	17.36
10/4/2018 12:00:09 AM	17.34
10/4/2018 12:00:10 AM	17.36
10/4/2018 12:00:21 AM	49.13
10/4/2018 12:00:30 AM	8.25
10/4/2018 12:00:31 AM	16.65
10/4/2018 12:00:34 AM	17.36
10/4/2018 12:00:35 AM	6.64
10/4/2018 12:00:46 AM	16.56
10/4/2018 12:00:50 AM	17.30
10/4/2018 1:00:03 AM	16.37
10/4/2018 1:00:04 AM	14.44
10/4/2018 1:00:05 AM	5.92
10/4/2018 1:00:06 AM	32.02
10/4/2018 1:00:08 AM	14.44
10/4/2018 1:00:09 AM	16.37
10/4/2018 1:00:10 AM	6.90
10/4/2018 1:00:16 AM	16.37
10/4/2018 1:00:22 AM	16.37
10/4/2018 1:00:37 AM	14.36
10/4/2018 1:00:41 AM	16.32
10/4/2018 2:00:01 AM	17.63
10/4/2018 2:00:03 AM	11.30
10/4/2018 2:00:05 AM	17.63
10/4/2018 2:00:10 AM	17.62
10/4/2018 2:00:12 AM	11.31
10/4/2018 2:00:15 AM	17.61
