Source	Value
9/22/2018 3:00:06 AM	11.96
9/22/2018 3:00:38 AM	3.43
9/22/2018 4:00:09 AM	4.16
9/22/2018 4:00:21 AM	12.85
9/22/2018 5:00:07 AM	14.90
9/22/2018 5:00:30 AM	5.41
9/22/2018 6:00:05 AM	10.54
9/22/2018 6:00:18 AM	7.32
9/22/2018 7:00:05 AM	11.03
9/22/2018 7:00:29 AM	18.46
9/22/2018 8:00:01 AM	9.88
9/22/2018 8:00:41 AM	16.34
9/22/2018 9:00:11 AM	12.05
9/22/2018 9:00:12 AM	12.70
9/22/2018 9:00:20 AM	9.72
9/22/2018 9:00:21 AM	7.65
9/22/2018 10:00:04 AM	7.90
9/22/2018 10:00:11 AM	7.32
9/22/2018 11:00:00 AM	11.80
9/22/2018 11:00:14 AM	6.15
9/22/2018 12:00:16 PM	14.95
9/22/2018 12:00:24 PM	6.36
9/22/2018 1:00:04 PM	12.70
9/22/2018 1:00:33 PM	4.24
9/22/2018 2:00:21 PM	7.69
9/22/2018 2:00:41 PM	4.97
9/22/2018 3:00:05 PM	6.16
9/22/2018 3:00:06 PM	15.25
9/22/2018 4:00:16 PM	7.64
9/22/2018 4:00:20 PM	6.35
9/22/2018 5:00:07 PM	5.18
9/22/2018 5:00:54 PM	4.23
9/22/2018 6:00:17 PM	8.21
9/22/2018 6:00:33 PM	4.97
9/22/2018 7:00:25 PM	13.93
9/22/2018 7:00:29 PM	15.31
9/22/2018 8:00:20 PM	7.63
9/22/2018 8:00:33 PM	12.90
9/22/2018 9:00:08 PM	4.65
9/22/2018 9:00:16 PM	4.70
9/22/2018 10:00:15 PM	4.41
9/22/2018 10:00:20 PM	5.16
9/22/2018 11:00:23 PM	9.62
9/22/2018 11:00:24 PM	6.54
9/23/2018 12:00:05 AM	3.54
9/23/2018 12:00:10 AM	6.54
9/23/2018 1:00:12 AM	3.74
9/23/2018 1:00:44 AM	4.65
9/23/2018 2:00:18 AM	4.12
9/23/2018 2:00:19 AM	3.32
9/23/2018 3:00:26 AM	3.11
9/23/2018 3:00:36 AM	5.27
9/23/2018 4:00:02 AM	3.10
9/23/2018 4:00:05 AM	3.21
9/23/2018 5:00:09 AM	3.54
9/23/2018 5:00:26 AM	3.70
9/23/2018 6:00:10 AM	3.34
9/23/2018 6:00:15 AM	3.37
9/23/2018 7:00:04 AM	3.12
9/23/2018 7:00:22 AM	10.37
9/23/2018 8:00:08 AM	10.86
9/23/2018 8:00:18 AM	3.10
9/23/2018 9:00:20 AM	8.00
9/23/2018 9:00:39 AM	3.55
9/23/2018 10:00:24 AM	3.36
9/23/2018 10:00:29 AM	3.18
9/23/2018 11:00:04 AM	10.33
9/23/2018 11:00:37 AM	3.14
9/23/2018 12:00:05 PM	10.35
9/23/2018 12:00:06 PM	7.93
9/23/2018 12:00:07 PM	5.94
9/23/2018 1:00:01 PM	7.75
9/23/2018 1:00:14 PM	11.09
9/23/2018 2:00:09 PM	8.65
9/23/2018 2:00:19 PM	3.18
9/23/2018 3:00:08 PM	3.15
9/23/2018 3:00:22 PM	17.81
9/23/2018 4:00:09 PM	5.92
9/23/2018 4:00:33 PM	16.47
9/23/2018 5:00:44 PM	9.31
9/23/2018 5:00:45 PM	10.59
9/23/2018 6:00:05 PM	8.55
9/23/2018 6:00:10 PM	8.40
9/23/2018 7:00:05 PM	5.65
9/23/2018 7:00:24 PM	17.49
9/23/2018 8:00:14 PM	16.41
9/23/2018 8:00:29 PM	7.92
9/23/2018 9:00:35 PM	9.25
9/23/2018 9:00:39 PM	16.64
9/23/2018 10:00:01 PM	6.54
9/23/2018 10:00:53 PM	8.50
9/23/2018 10:00:54 PM	4.71
9/23/2018 11:00:02 PM	5.84
9/23/2018 11:00:22 PM	5.25
9/24/2018 12:00:03 AM	5.69
9/24/2018 12:00:10 AM	3.99
9/24/2018 1:00:17 AM	4.31
9/24/2018 1:00:40 AM	10.99
9/24/2018 2:00:25 AM	8.61
9/24/2018 3:00:02 AM	5.84
9/24/2018 3:00:34 AM	12.27
9/24/2018 4:00:00 AM	4.00
9/24/2018 4:00:04 AM	7.97
9/24/2018 5:00:04 AM	4.31
9/24/2018 5:00:13 AM	8.89
9/24/2018 6:00:00 AM	5.53
9/24/2018 6:00:30 AM	8.61
9/24/2018 7:00:08 AM	12.50
9/24/2018 7:00:33 AM	12.24
9/24/2018 8:00:22 AM	13.45
9/24/2018 8:00:31 AM	7.98
9/24/2018 9:00:06 AM	13.12
9/24/2018 9:00:23 AM	8.89
9/24/2018 10:00:03 AM	5.53
9/24/2018 10:00:20 AM	9.40
9/24/2018 11:00:05 AM	5.50
9/24/2018 11:00:32 AM	12.54
9/24/2018 12:00:17 PM	4.66
9/24/2018 12:00:26 PM	13.46
9/24/2018 1:00:05 PM	13.12
9/24/2018 1:00:26 PM	3.40
9/24/2018 2:00:07 PM	3.88
9/24/2018 2:00:16 PM	9.40
9/24/2018 3:00:16 PM	15.66
9/24/2018 3:00:56 PM	5.45
9/24/2018 4:00:23 PM	4.66
9/24/2018 4:00:28 PM	12.15
9/24/2018 5:00:03 PM	11.94
9/24/2018 5:00:22 PM	3.41
9/24/2018 6:00:13 PM	7.13
9/24/2018 6:00:14 PM	3.87
9/24/2018 7:00:03 PM	10.78
9/24/2018 7:00:06 PM	15.62
9/24/2018 8:00:15 PM	18.72
9/24/2018 8:00:22 PM	12.17
9/24/2018 9:00:23 PM	10.50
9/24/2018 9:00:27 PM	8.51
9/24/2018 10:00:21 PM	6.59
9/24/2018 10:00:43 PM	28.04
9/24/2018 11:00:43 PM	7.69
9/24/2018 11:00:51 PM	3.12
9/24/2018 11:00:52 PM	5.65
9/25/2018 12:00:04 AM	11.54
9/25/2018 12:00:18 AM	10.70
9/25/2018 1:00:06 AM	13.88
9/25/2018 1:00:18 AM	7.58
9/25/2018 2:00:09 AM	12.05
9/25/2018 2:00:13 AM	8.60
9/25/2018 3:00:04 AM	5.40
9/25/2018 3:00:26 AM	11.75
9/25/2018 4:00:38 AM	7.42
9/25/2018 4:00:43 AM	8.93
9/25/2018 5:00:06 AM	7.67
9/25/2018 5:00:52 AM	8.64
9/25/2018 6:00:00 AM	7.26
9/25/2018 6:00:22 AM	8.60
9/25/2018 7:00:05 AM	11.80
9/25/2018 7:00:08 AM	14.95
9/25/2018 8:00:03 AM	8.91
9/25/2018 8:00:21 AM	12.95
9/25/2018 8:00:22 AM	15.51
9/25/2018 9:00:04 AM	8.67
9/25/2018 9:00:36 AM	17.66
9/25/2018 10:00:03 AM	12.17
9/25/2018 10:00:29 AM	7.25
9/25/2018 11:00:04 AM	9.18
9/25/2018 11:00:10 AM	14.93
9/25/2018 12:00:14 PM	8.75
9/25/2018 12:00:52 PM	15.51
9/25/2018 1:00:14 PM	17.65
9/25/2018 1:00:23 PM	4.98
9/25/2018 2:00:03 PM	12.18
9/25/2018 2:00:31 PM	4.64
9/25/2018 2:00:32 PM	4.80
9/25/2018 3:00:03 PM	9.19
9/25/2018 3:00:39 PM	15.38
9/25/2018 3:00:40 PM	17.11
9/25/2018 4:00:04 PM	12.27
9/25/2018 4:00:14 PM	8.75
9/25/2018 5:00:01 PM	10.37
9/25/2018 5:00:48 PM	4.96
9/25/2018 6:00:14 PM	5.75
9/25/2018 6:00:19 PM	4.75
9/25/2018 7:00:26 PM	17.10
9/25/2018 8:00:03 PM	12.27
9/25/2018 8:00:38 PM	13.22
9/25/2018 9:00:31 PM	7.48
9/25/2018 9:00:51 PM	19.92
9/25/2018 10:00:00 PM	5.76
9/25/2018 10:00:02 PM	5.77
9/25/2018 11:00:08 PM	8.67
9/25/2018 11:00:09 PM	4.83
9/26/2018 12:00:13 AM	6.76
9/26/2018 12:00:17 AM	12.91
9/26/2018 1:00:25 AM	6.04
9/26/2018 1:00:38 AM	8.62
9/26/2018 2:00:12 AM	5.75
9/26/2018 2:00:33 AM	8.62
9/26/2018 3:00:03 AM	8.65
9/26/2018 3:00:43 AM	15.80
9/26/2018 4:00:05 AM	8.64
9/26/2018 4:00:17 AM	6.62
9/26/2018 5:00:08 AM	8.39
9/26/2018 5:00:38 AM	6.03
9/26/2018 6:00:19 AM	8.87
9/26/2018 6:00:30 AM	8.51
9/26/2018 7:00:01 AM	15.85
9/26/2018 7:00:28 AM	12.21
9/26/2018 8:00:28 AM	8.58
9/26/2018 8:00:42 AM	15.20
9/26/2018 9:00:00 AM	11.51
9/26/2018 9:00:01 AM	14.32
9/26/2018 9:00:03 AM	8.40
9/26/2018 10:00:16 AM	11.88
9/26/2018 10:00:27 AM	8.87
9/26/2018 11:00:26 AM	12.20
9/26/2018 12:00:15 PM	15.18
9/26/2018 12:00:38 PM	7.17
9/26/2018 1:00:22 PM	14.32
9/26/2018 1:00:46 PM	7.17
9/26/2018 2:00:01 PM	11.89
9/26/2018 2:00:08 PM	18.54
9/26/2018 3:00:07 PM	11.85
9/26/2018 3:00:24 PM	9.74
9/26/2018 4:00:18 PM	7.91
9/26/2018 4:00:51 PM	7.16
9/26/2018 5:00:27 PM	14.37
9/26/2018 5:00:40 PM	7.18
9/26/2018 6:00:05 PM	9.39
9/26/2018 6:00:11 PM	18.54
9/26/2018 7:00:04 PM	11.86
9/26/2018 7:00:19 PM	17.59
9/26/2018 8:00:01 PM	7.91
9/26/2018 8:00:32 PM	23.63
9/26/2018 9:00:02 PM	3.52
9/26/2018 9:00:03 PM	6.45
9/26/2018 9:00:33 PM	10.28
9/26/2018 10:00:04 PM	9.21
9/26/2018 10:00:10 PM	5.89
9/26/2018 11:00:04 PM	8.18
9/26/2018 11:00:41 PM	9.08
9/27/2018 12:00:15 AM	10.27
9/27/2018 12:00:16 AM	16.15
9/27/2018 1:00:25 AM	6.44
9/27/2018 1:00:27 AM	6.94
9/27/2018 2:00:14 AM	5.89
9/27/2018 2:00:39 AM	7.92
9/27/2018 3:00:12 AM	6.50
9/27/2018 3:00:50 AM	12.17
9/27/2018 4:00:05 AM	7.71
9/27/2018 4:00:07 AM	8.31
9/27/2018 5:00:14 AM	6.95
9/27/2018 5:00:16 AM	7.43
9/27/2018 6:00:27 AM	6.42
9/27/2018 6:00:45 AM	7.77
9/27/2018 7:00:13 AM	12.23
9/27/2018 7:00:38 AM	10.83
9/27/2018 7:00:39 AM	12.39
9/27/2018 8:00:26 AM	7.70
9/27/2018 8:00:54 AM	13.76
9/27/2018 9:00:07 AM	16.14
9/27/2018 9:00:15 AM	7.44
9/27/2018 10:00:05 AM	6.47
9/27/2018 10:00:21 AM	10.76
9/27/2018 11:00:27 AM	12.40
9/27/2018 11:00:35 AM	10.47
9/27/2018 12:00:30 PM	13.72
9/27/2018 12:00:47 PM	9.19
9/27/2018 1:00:07 PM	16.15
9/27/2018 1:00:59 PM	6.16
9/27/2018 2:00:09 PM	4.60
9/27/2018 2:00:32 PM	10.73
9/27/2018 3:00:09 PM	10.46
9/27/2018 3:00:19 PM	15.44
9/27/2018 4:00:32 PM	10.69
9/27/2018 4:00:35 PM	9.22
9/27/2018 5:00:09 PM	6.18
9/27/2018 5:00:44 PM	11.88
9/27/2018 6:00:24 PM	4.59
9/27/2018 6:00:57 PM	7.94
9/27/2018 7:00:08 PM	4.58
9/27/2018 7:00:13 PM	15.42
9/27/2018 8:00:16 PM	5.27
9/27/2018 8:00:41 PM	10.71
9/27/2018 9:00:07 PM	9.03
9/27/2018 9:00:25 PM	42.75
9/27/2018 10:00:01 PM	7.83
9/27/2018 10:00:35 PM	41.84
9/27/2018 11:00:03 PM	28.58
9/27/2018 11:00:27 PM	4.46
9/28/2018 12:00:07 AM	4.95
9/28/2018 12:00:18 AM	22.03
9/28/2018 1:00:01 AM	4.85
9/28/2018 1:00:31 AM	15.60
9/28/2018 2:00:09 AM	15.99
9/28/2018 3:00:22 AM	12.32
9/28/2018 3:00:46 AM	11.98
9/28/2018 4:00:10 AM	7.59
9/28/2018 4:00:14 AM	9.70
9/28/2018 5:00:08 AM	4.85
9/28/2018 5:00:20 AM	8.48
9/28/2018 6:00:00 AM	6.77
9/28/2018 6:00:03 AM	7.64
9/28/2018 7:00:10 AM	14.13
9/28/2018 7:00:40 AM	12.26
9/28/2018 8:00:25 AM	15.98
9/28/2018 8:00:31 AM	7.59
9/28/2018 9:00:05 AM	8.50
9/28/2018 9:00:14 AM	16.43
9/28/2018 10:00:28 AM	12.60
9/28/2018 10:00:34 AM	6.74
9/28/2018 11:00:06 AM	14.12
9/28/2018 11:00:08 AM	9.46
9/28/2018 12:00:21 PM	7.74
9/28/2018 12:00:30 PM	16.05
9/28/2018 1:00:08 PM	5.26
9/28/2018 1:00:54 PM	16.38
9/28/2018 2:00:19 PM	4.63
9/28/2018 2:00:23 PM	12.59
9/28/2018 3:00:03 PM	9.46
9/28/2018 3:00:34 PM	17.85
9/28/2018 4:00:03 PM	13.98
9/28/2018 4:00:37 PM	7.74
9/28/2018 5:00:02 PM	8.46
9/28/2018 5:00:23 PM	5.25
9/28/2018 6:00:12 PM	4.63
9/28/2018 6:00:19 PM	11.50
9/28/2018 7:00:04 PM	17.86
9/28/2018 7:00:31 PM	15.27
9/28/2018 8:00:38 PM	13.93
9/28/2018 8:00:41 PM	40.98
9/28/2018 9:00:12 PM	8.12
9/28/2018 9:00:56 PM	59.24
9/28/2018 10:00:03 PM	3.71
9/28/2018 10:00:04 PM	57.69
9/28/2018 10:00:34 PM	6.59
9/28/2018 11:00:08 PM	7.67
9/28/2018 11:00:11 PM	25.17
9/29/2018 12:00:20 AM	30.80
9/29/2018 12:00:42 AM	4.92
9/29/2018 12:00:43 AM	14.55
9/29/2018 1:00:11 AM	19.12
9/29/2018 1:00:27 AM	49.57
9/29/2018 2:00:07 AM	61.62
9/29/2018 2:00:33 AM	19.06
9/29/2018 3:00:10 AM	10.79
9/29/2018 3:00:23 AM	59.92
9/29/2018 4:00:01 AM	12.74
9/29/2018 4:00:13 AM	12.08
9/29/2018 5:00:13 AM	8.85
9/29/2018 5:00:29 AM	17.40
9/29/2018 6:00:05 AM	9.47
9/29/2018 6:00:24 AM	18.57
9/29/2018 7:00:16 AM	14.75
9/29/2018 7:00:20 AM	18.57
9/29/2018 8:00:31 AM	17.25
9/29/2018 8:00:32 AM	8.77
9/29/2018 8:00:33 AM	8.44
9/29/2018 9:00:04 AM	21.13
9/29/2018 9:00:10 AM	8.86
9/29/2018 10:00:17 AM	23.89
9/29/2018 10:00:32 AM	9.40
9/29/2018 11:00:05 AM	14.60
9/29/2018 11:00:13 AM	12.39
9/29/2018 11:00:14 AM	7.66
9/29/2018 12:00:16 PM	15.33
9/29/2018 12:00:25 PM	5.95
9/29/2018 1:00:35 PM	5.91
9/29/2018 1:00:47 PM	14.93
9/29/2018 2:00:01 PM	10.84
9/29/2018 2:00:15 PM	12.70
9/29/2018 3:00:12 PM	16.00
9/29/2018 3:00:52 PM	7.47
9/29/2018 4:00:13 PM	18.85
9/29/2018 4:00:14 PM	8.19
9/29/2018 4:00:23 PM	5.94
9/29/2018 5:00:03 PM	5.92
9/29/2018 5:00:28 PM	23.98
9/29/2018 6:00:13 PM	10.77
9/29/2018 6:00:40 PM	6.95
9/29/2018 7:00:03 PM	7.66
9/29/2018 7:00:11 PM	15.50
9/29/2018 8:00:02 PM	5.35
9/29/2018 8:00:03 PM	13.65
9/29/2018 8:00:14 PM	5.35
9/29/2018 9:00:11 PM	12.42
9/29/2018 9:00:22 PM	5.06
9/29/2018 9:00:23 PM	4.15
9/29/2018 9:00:32 PM	5.07
9/29/2018 10:00:00 PM	4.53
9/29/2018 10:00:08 PM	6.98
9/29/2018 10:00:22 PM	4.54
9/29/2018 10:00:38 PM	4.52
9/29/2018 11:00:02 PM	3.75
9/29/2018 11:00:11 PM	3.74
9/29/2018 11:00:25 PM	5.84
9/29/2018 11:00:32 PM	3.77
9/30/2018 12:00:01 AM	3.60
9/30/2018 12:00:08 AM	3.59
9/30/2018 12:00:10 AM	5.35
9/30/2018 12:00:41 AM	3.57
9/30/2018 1:00:03 AM	4.00
9/30/2018 1:00:13 AM	5.08
9/30/2018 1:00:17 AM	4.01
9/30/2018 1:00:20 AM	5.07
9/30/2018 1:00:25 AM	5.07
9/30/2018 1:00:30 AM	5.07
9/30/2018 1:00:35 AM	5.06
9/30/2018 2:00:01 AM	8.43
9/30/2018 2:00:02 AM	4.53
9/30/2018 2:00:07 AM	8.20
9/30/2018 2:00:30 AM	3.13
9/30/2018 2:00:31 AM	4.52
9/30/2018 2:00:35 AM	4.52
9/30/2018 2:00:41 AM	4.52
9/30/2018 3:00:00 AM	3.75
9/30/2018 3:00:02 AM	2.45
9/30/2018 3:00:06 AM	11.57
9/30/2018 3:00:07 AM	3.75
9/30/2018 3:00:08 AM	11.59
9/30/2018 3:00:14 AM	13.03
9/30/2018 3:00:22 AM	3.74
9/30/2018 3:00:35 AM	2.47
9/30/2018 3:00:36 AM	3.77
9/30/2018 4:00:05 AM	3.60
9/30/2018 4:00:07 AM	2.83
9/30/2018 4:00:11 AM	3.59
9/30/2018 4:00:12 AM	3.59
9/30/2018 4:00:15 AM	5.84
9/30/2018 4:00:24 AM	3.58
9/30/2018 4:00:31 AM	5.99
9/30/2018 4:00:39 AM	5.83
9/30/2018 4:00:41 AM	3.57
9/30/2018 5:00:01 AM	4.01
9/30/2018 5:00:11 AM	4.03
9/30/2018 5:00:12 AM	3.02
9/30/2018 5:00:16 AM	4.05
9/30/2018 5:00:17 AM	4.48
9/30/2018 5:00:21 AM	4.49
9/30/2018 5:00:28 AM	4.01
9/30/2018 5:00:36 AM	4.05
9/30/2018 5:00:41 AM	4.58
9/30/2018 5:00:44 AM	3.06
9/30/2018 6:00:05 AM	8.20
9/30/2018 6:00:06 AM	8.20
9/30/2018 6:00:13 AM	4.95
9/30/2018 6:00:16 AM	8.18
9/30/2018 6:00:17 AM	6.21
9/30/2018 6:00:21 AM	8.18
9/30/2018 6:00:22 AM	8.29
9/30/2018 6:00:27 AM	4.94
9/30/2018 6:00:49 AM	6.16
9/30/2018 6:00:50 AM	5.51
9/30/2018 6:00:51 AM	3.26
9/30/2018 7:00:01 AM	11.60
9/30/2018 7:00:05 AM	11.60
9/30/2018 7:00:08 AM	12.91
9/30/2018 7:00:12 AM	11.60
9/30/2018 7:00:27 AM	11.55
9/30/2018 7:00:32 AM	10.89
9/30/2018 7:00:33 AM	10.94
9/30/2018 7:00:47 AM	11.52
9/30/2018 7:00:54 AM	5.65
9/30/2018 8:00:03 AM	5.85
9/30/2018 8:00:04 AM	14.68
9/30/2018 8:00:07 AM	5.85
9/30/2018 8:00:08 AM	5.85
9/30/2018 8:00:11 AM	5.85
9/30/2018 8:00:16 AM	19.43
9/30/2018 8:00:32 AM	5.83
9/30/2018 8:00:39 AM	14.65
9/30/2018 8:00:59 AM	4.98
9/30/2018 9:00:02 AM	4.49
9/30/2018 9:00:03 AM	15.63
9/30/2018 9:00:04 AM	3.55
9/30/2018 9:00:08 AM	4.49
9/30/2018 9:00:13 AM	4.49
9/30/2018 9:00:15 AM	15.61
9/30/2018 9:00:16 AM	4.49
9/30/2018 9:00:22 AM	4.48
9/30/2018 9:00:31 AM	18.89
9/30/2018 9:00:48 AM	4.46
9/30/2018 10:00:05 AM	12.11
9/30/2018 10:00:07 AM	4.89
9/30/2018 10:00:09 AM	12.10
9/30/2018 10:00:10 AM	4.97
9/30/2018 10:00:12 AM	4.94
9/30/2018 10:00:13 AM	4.90
9/30/2018 10:00:18 AM	4.92
9/30/2018 10:00:21 AM	4.93
9/30/2018 10:00:45 AM	14.66
9/30/2018 11:00:01 AM	9.53
9/30/2018 11:00:04 AM	7.59
9/30/2018 11:00:12 AM	10.93
9/30/2018 11:00:14 AM	10.18
9/30/2018 11:00:18 AM	10.93
9/30/2018 11:00:24 AM	10.93
9/30/2018 11:00:26 AM	10.92
9/30/2018 11:00:28 AM	10.91
9/30/2018 11:00:47 AM	10.90
9/30/2018 12:00:03 PM	4.75
9/30/2018 12:00:08 PM	4.74
9/30/2018 12:00:09 PM	5.94
9/30/2018 12:00:10 PM	14.71
9/30/2018 12:00:18 PM	14.69
9/30/2018 12:00:20 PM	9.50
9/30/2018 12:00:24 PM	14.70
9/30/2018 12:00:26 PM	14.66
9/30/2018 12:00:31 PM	14.71
9/30/2018 12:00:32 PM	14.71
9/30/2018 1:00:02 PM	15.63
9/30/2018 1:00:13 PM	4.19
9/30/2018 1:00:14 PM	4.47
9/30/2018 1:00:19 PM	6.44
9/30/2018 1:00:24 PM	15.60
9/30/2018 1:00:25 PM	7.10
9/30/2018 1:00:30 PM	15.61
9/30/2018 1:00:31 PM	4.46
9/30/2018 1:00:32 PM	15.60
9/30/2018 1:00:36 PM	15.59
9/30/2018 1:00:37 PM	15.59
9/30/2018 2:00:01 PM	5.03
9/30/2018 2:00:03 PM	12.11
9/30/2018 2:00:04 PM	9.02
9/30/2018 2:00:05 PM	12.10
9/30/2018 2:00:06 PM	12.11
9/30/2018 2:00:19 PM	12.09
9/30/2018 2:00:29 PM	8.85
9/30/2018 2:00:30 PM	9.02
9/30/2018 2:00:37 PM	12.07
9/30/2018 3:00:09 PM	7.46
9/30/2018 3:00:10 PM	7.59
9/30/2018 3:00:11 PM	7.59
9/30/2018 3:00:12 PM	7.59
9/30/2018 3:00:22 PM	7.58
9/30/2018 3:00:26 PM	15.10
9/30/2018 3:00:36 PM	15.08
9/30/2018 3:00:38 PM	19.67
9/30/2018 3:00:41 PM	7.56
9/30/2018 3:00:42 PM	7.39
9/30/2018 3:00:43 PM	7.56
9/30/2018 4:00:03 PM	4.75
9/30/2018 4:00:04 PM	13.20
9/30/2018 4:00:07 PM	4.75
9/30/2018 4:00:15 PM	4.74
9/30/2018 4:00:16 PM	4.74
9/30/2018 4:00:17 PM	4.74
9/30/2018 4:00:21 PM	4.73
9/30/2018 4:00:26 PM	13.19
9/30/2018 4:00:33 PM	13.19
9/30/2018 4:00:41 PM	4.73
9/30/2018 4:00:50 PM	13.16
9/30/2018 5:00:01 PM	7.46
9/30/2018 5:00:04 PM	4.48
9/30/2018 5:00:08 PM	4.47
9/30/2018 5:00:17 PM	7.43
9/30/2018 5:00:21 PM	4.46
9/30/2018 5:00:22 PM	4.47
9/30/2018 5:00:26 PM	4.47
9/30/2018 5:00:33 PM	7.39
9/30/2018 5:00:40 PM	7.37
9/30/2018 5:00:46 PM	4.47
9/30/2018 6:00:03 PM	4.99
9/30/2018 6:00:05 PM	4.98
9/30/2018 6:00:12 PM	4.50
9/30/2018 6:00:13 PM	4.99
9/30/2018 6:00:18 PM	4.51
9/30/2018 6:00:27 PM	3.82
9/30/2018 6:00:28 PM	5.03
9/30/2018 6:00:39 PM	4.49
9/30/2018 6:00:45 PM	4.99
9/30/2018 6:00:46 PM	4.49
9/30/2018 6:00:47 PM	4.45
9/30/2018 6:00:51 PM	3.89
9/30/2018 6:00:53 PM	5.06
9/30/2018 7:00:03 PM	15.04
9/30/2018 7:00:06 PM	5.91
9/30/2018 7:00:07 PM	15.05
9/30/2018 7:00:08 PM	15.05
9/30/2018 7:00:11 PM	15.06
9/30/2018 7:00:32 PM	15.08
9/30/2018 7:00:37 PM	8.66
9/30/2018 7:00:42 PM	15.08
9/30/2018 7:00:56 PM	14.08
9/30/2018 8:00:02 PM	11.46
9/30/2018 8:00:04 PM	13.20
9/30/2018 8:00:08 PM	6.45
9/30/2018 8:00:10 PM	13.20
9/30/2018 8:00:11 PM	13.20
9/30/2018 8:00:12 PM	6.43
9/30/2018 8:00:13 PM	13.19
9/30/2018 8:00:14 PM	13.19
9/30/2018 8:00:17 PM	13.19
9/30/2018 8:00:19 PM	6.40
9/30/2018 8:00:49 PM	10.78
9/30/2018 9:00:05 PM	5.64
9/30/2018 9:00:08 PM	6.59
9/30/2018 9:00:09 PM	9.65
9/30/2018 9:00:10 PM	7.44
9/30/2018 9:00:11 PM	6.58
9/30/2018 9:00:14 PM	5.64
9/30/2018 9:00:16 PM	7.43
9/30/2018 9:00:19 PM	7.42
9/30/2018 9:00:21 PM	7.41
9/30/2018 9:00:24 PM	7.41
9/30/2018 9:00:36 PM	7.39
9/30/2018 9:00:46 PM	5.64
9/30/2018 10:00:01 PM	8.15
9/30/2018 10:00:10 PM	12.57
9/30/2018 10:00:11 PM	8.16
9/30/2018 10:00:13 PM	4.47
9/30/2018 10:00:16 PM	4.50
9/30/2018 10:00:17 PM	8.16
9/30/2018 10:00:22 PM	4.50
9/30/2018 10:00:24 PM	4.50
9/30/2018 10:00:29 PM	4.50
9/30/2018 10:00:39 PM	4.49
9/30/2018 11:00:07 PM	6.16
9/30/2018 11:00:12 PM	5.90
9/30/2018 11:00:17 PM	6.16
9/30/2018 11:00:18 PM	5.91
9/30/2018 11:00:21 PM	9.94
9/30/2018 11:00:22 PM	5.90
9/30/2018 11:00:23 PM	6.15
9/30/2018 11:00:27 PM	5.91
9/30/2018 11:00:29 PM	5.91
9/30/2018 11:00:35 PM	5.90
9/30/2018 11:00:50 PM	5.91
10/1/2018 12:00:01 AM	6.48
10/1/2018 12:00:02 AM	5.32
10/1/2018 12:00:06 AM	4.65
10/1/2018 12:00:13 AM	4.65
10/1/2018 12:00:14 AM	6.43
10/1/2018 12:00:15 AM	6.42
10/1/2018 12:00:24 AM	5.31
10/1/2018 12:00:32 AM	8.57
10/1/2018 12:00:33 AM	6.40
10/1/2018 12:00:34 AM	6.41
10/1/2018 1:00:05 AM	5.64
10/1/2018 1:00:06 AM	5.64
10/1/2018 1:00:07 AM	5.64
10/1/2018 1:00:08 AM	5.63
10/1/2018 1:00:19 AM	5.58
10/1/2018 1:00:26 AM	5.63
10/1/2018 1:00:27 AM	5.59
10/1/2018 1:00:29 AM	5.59
10/1/2018 1:00:30 AM	2.89
10/1/2018 1:00:38 AM	5.63
10/1/2018 1:00:42 AM	9.53
10/1/2018 2:00:10 AM	8.16
10/1/2018 2:00:11 AM	8.16
10/1/2018 2:00:12 AM	8.16
10/1/2018 2:00:25 AM	6.90
10/1/2018 2:00:32 AM	8.18
10/1/2018 2:00:33 AM	3.67
10/1/2018 2:00:34 AM	6.92
10/1/2018 2:00:36 AM	6.90
10/1/2018 2:00:43 AM	8.19
10/1/2018 2:00:52 AM	6.92
10/1/2018 2:00:53 AM	5.96
10/1/2018 3:00:02 AM	13.05
10/1/2018 3:00:03 AM	6.16
10/1/2018 3:00:04 AM	13.05
10/1/2018 3:00:10 AM	6.16
10/1/2018 3:00:16 AM	6.16
10/1/2018 3:00:17 AM	6.16
10/1/2018 3:00:18 AM	6.16
10/1/2018 3:00:31 AM	13.02
10/1/2018 3:00:38 AM	3.73
10/1/2018 3:00:42 AM	13.02
10/1/2018 4:00:01 AM	7.02
10/1/2018 4:00:02 AM	4.66
10/1/2018 4:00:03 AM	4.65
10/1/2018 4:00:08 AM	4.66
10/1/2018 4:00:10 AM	4.66
10/1/2018 4:00:18 AM	7.03
10/1/2018 4:00:21 AM	4.65
10/1/2018 4:00:22 AM	4.64
10/1/2018 4:00:37 AM	7.04
10/1/2018 4:00:43 AM	2.62
10/1/2018 5:00:03 AM	5.58
10/1/2018 5:00:05 AM	6.98
10/1/2018 5:00:07 AM	6.95
10/1/2018 5:00:13 AM	5.58
10/1/2018 5:00:26 AM	5.59
10/1/2018 5:00:27 AM	5.59
10/1/2018 5:00:29 AM	6.97
10/1/2018 5:00:43 AM	6.94
10/1/2018 5:00:48 AM	2.90
10/1/2018 6:00:02 AM	5.92
10/1/2018 6:00:03 AM	6.91
10/1/2018 6:00:05 AM	6.91
10/1/2018 6:00:06 AM	5.91
10/1/2018 6:00:12 AM	6.91
10/1/2018 6:00:32 AM	6.92
10/1/2018 6:00:40 AM	6.91
10/1/2018 6:00:46 AM	6.92
10/1/2018 6:00:51 AM	5.84
10/1/2018 6:00:52 AM	6.14
