INSTNAME       ,DB_ID     ,HOSTNAME                      ,        ID,TM               ,      INST,       DUR,       CPU,   LOADAVG,   AAS_CPU,RSRCMGRPCT,  OSCPUPCT,  OSCPUSYS,   OSCPUIO
dwprr1         ,3410103151                      ,example.com          ,     22228,09/11/18 04:00:05                                                          ,         1,     60.18,        28,      7.81,6.39518139,         0,22.8399335,3.70519642,.018584088
dwprr1         ,3410103151                      ,example.com          ,     22295,09/13/18 23:00:43                                                          ,         1,     60.08,        28,      6.89,2.81585021,9.9069E-06, 10.056598,2.02957202, .03937983
dwprr1         ,3410103151                      ,example.com          ,     22302,09/14/18 06:00:34                                                          ,         1,     60.12,        28,      9.43,8.61311616,         0,30.7611292,3.85151887,.027585251
dwprr1         ,3410103151                      ,example.com          ,     22310,09/14/18 14:00:48                                                          ,         1,     59.23,        28,      7.24,9.61481992,         0,34.3386426,4.88401399,.015776992
dwprr1         ,3410103151                      ,example.com          ,     22816,10/05/18 19:17:49                                                          ,         1,   -236.55,        28,     33.97,-.30268231,         0,-1.0810082,-.18033034,-.00015098
dwprr1         ,3410103151                      ,example.com          ,     22322,09/15/18 02:00:08                                                          ,         1,     60.13,        28,      8.16,6.59078437,.780180947,22.7583347,3.97865854,.028023044
dwprr1         ,3410103151                      ,example.com          ,     22333,09/15/18 13:00:29                                                          ,         1,     59.58,        28,      3.46,3.10806713,1.45582418,9.64441558,2.34674326,.022387612
dwprr1         ,3410103151                      ,example.com          ,     22470,09/21/18 06:00:34                                                          ,         1,      60.2,        28,      6.65,5.56748339,         0,19.8838692,3.89846346, .03850261
dwprr1         ,3410103151                      ,example.com          ,     22514,09/23/18 02:00:19                                                          ,         1,     60.12,        28,      4.77,2.20093429,.000019803,7.86045982,2.91040239,.029238782
dwprr1         ,3410103151                      ,example.com          ,     22560,09/25/18 00:00:04                                                          ,         1,     60.03,        28,     11.08,11.5430316,14.6922741,26.5328389,2.65221702,.031302054
dwprr1         ,3410103151                      ,example.com          ,     22230,09/11/18 06:00:24                                                          ,         1,     60.18,        28,     10.35, 6.3112185,         0,22.5400661,3.59581833,.037336314
dwprr1         ,3410103151                      ,example.com          ,     22338,09/15/18 18:00:09                                                          ,         1,     60.15,        28,      3.35,2.36678027,.000059375,8.45272731,2.29367059,.031379884
dwprr1         ,3410103151                      ,example.com          ,     22356,09/16/18 12:00:19                                                          ,         1,     60.15,        28,      5.27,3.18178166,.000029688,11.3634762,2.77010846,.024630883
dwprr1         ,3410103151                      ,example.com          ,     22376,09/17/18 08:00:18                                                          ,         1,      59.8,        28,     17.48, 13.875563,         0,49.5555821,5.26677218,.016334209
dwprr1         ,3410103151                      ,example.com          ,     22379,09/17/18 11:00:31                                                          ,         1,     59.53,        28,      9.48,7.27646417,         0, 25.987372,2.94193929,.019636858
dwprr1         ,3410103151                      ,example.com          ,     22384,09/17/18 16:00:18                                                          ,         1,     60.15,        28,      6.71, 3.9674148,         0,14.1693386,3.46393936,.020138147
dwprr1         ,3410103151                      ,example.com          ,     22398,09/18/18 06:00:19                                                          ,         1,     60.17,        28,      7.25,6.43343767,         0,22.9765631,3.09443015,.023694104
dwprr1         ,3410103151                      ,example.com          ,     22579,09/25/18 19:00:26                                                          ,         1,      60.2,        28,      7.64,4.82602713, .00025708,17.2355541, 2.9602021,.025648632
dwprr1         ,3410103151                      ,example.com          ,     22592,09/26/18 08:00:42                                                          ,         1,      59.3,        28,     19.64,15.2035329,         0,54.2983317,7.08652534,.019874729
dwprr1         ,3410103151                      ,example.com          ,     22647,09/28/18 15:00:34                                                          ,         1,     59.48,        28,     23.65,17.8467946,         0,63.7385522,8.20953248,.011267662
dwprr1         ,3410103151                      ,example.com          ,     22650,09/28/18 18:00:19                                                          ,         1,      60.2,        28,      8.22,4.98984773,.000365844,17.8205189, 4.3769281,.022158282
dwprr1         ,3410103151                      ,example.com          ,     22862,10/07/18 12:00:21                                                          ,         1,      60.1,        28,      5.03,2.64855519,.000079233,9.45904643,2.84802116,.018203787
dwprr1         ,3410103151                      ,example.com          ,     22232,09/11/18 08:00:48                                                          ,         1,     59.25,        28,     12.66, 9.4772827,         0,33.8474382,4.24475588,.018163552
dwprr1         ,3410103151                      ,example.com          ,     22286,09/13/18 14:00:07                                                          ,         1,      60.2,        28,     18.11,14.9158278,         0,53.2708136,8.94667576,.013209935
dwprr1         ,3410103151                      ,example.com          ,     22420,09/19/18 04:00:40                                                          ,         1,     59.35,        28,      11.6, 7.1912328,         0,25.6829743,3.77278654,.023147591
dwprr1         ,3410103151                      ,example.com          ,     22425,09/19/18 09:00:37                                                          ,         1,      60.2,        28,      9.12,7.52174419,         0,26.8633721,4.11887953,.023453567
dwprr1         ,3410103151                      ,example.com          ,     22429,09/19/18 13:00:19                                                          ,         1,     60.15,        28,     11.47,4.80768357,         0,17.1702985,2.74079682,.023809524
dwprr1         ,3410103151                      ,example.com          ,     22444,09/20/18 04:00:20                                                          ,         1,     59.82,        28,      9.48,6.67497353,         0,23.8391912,3.54486924,.018051188
dwprr1         ,3410103151                      ,example.com          ,     22455,09/20/18 15:00:21                                                          ,         1,     59.73,        28,     18.72,13.7485435,         0,49.1019412,7.46675702,.014688297
dwprr1         ,3410103151                      ,example.com          ,     22459,09/20/18 19:00:02                                                          ,         1,     60.13,        28,      5.44,3.83112805,.896866091,12.7857341,3.19761641,.031289595
dwprr1         ,3410103151                      ,example.com          ,     22493,09/22/18 05:00:07                                                          ,         1,     60.18,        28,     10.18,14.9002077,18.4988033,34.7162242,4.47896309,.020186335
dwprr1         ,3410103151                      ,example.com          ,     22495,09/22/18 07:00:29                                                          ,         1,      60.2,        28,     12.84,18.4596816,23.7261015,42.2013329,5.70686007,.021169514
dwprr1         ,3410103151                      ,example.com          ,     22498,09/22/18 10:00:04                                                          ,         1,     60.17,        28,      8.32,7.90473407,1.67638504,26.5548081,4.83148002,.040848833
dwprr1         ,3410103151                      ,example.com          ,     22512,09/23/18 00:00:05                                                          ,         1,     60.12,        28,      4.26,2.58115609,         0,9.21841459,2.82844865,.045170106
dwprr1         ,3410103151                      ,example.com          ,     22523,09/23/18 11:00:37                                                          ,         1,      59.5,        28,      4.43,3.13621289, .00005002,11.2007103,3.23746499,.021818727
dwprr1         ,3410103151                      ,example.com          ,     22624,09/27/18 16:00:32                                                          ,         1,      60.2,        28,      8.43,10.6881838,         0,38.1720851,7.12676001,.011449929
dwprr1         ,3410103151                      ,example.com          ,     22720,10/01/18 16:00:03                                                          ,         1,     60.22,        28,     12.82,8.32812898,         0,29.7433178,6.23284963,.015173382
dwprr1         ,3410103151                      ,example.com          ,     22734,10/02/18 06:00:03                                                          ,         1,     59.97,        28,      7.89,5.13045581,         0,18.3230565,3.53916859,.022601842
dwprr1         ,3410103151                      ,example.com          ,     22525,09/23/18 13:00:14                                                          ,         1,     59.92,        28,     11.68, 11.093427,  1.880151,37.7392311,5.36421617,.024587721
dwprr1         ,3410103151                      ,example.com          ,     22574,09/25/18 14:00:32                                                          ,         1,     60.13,        28,     11.15,4.79575111,         0,17.1276825,3.29495961,.023608252
dwprr1         ,3410103151                      ,example.com          ,     22602,09/26/18 18:00:05                                                          ,         1,     60.23,        28,      9.69,4.48095185,.000859752,16.0025397,3.36021622,.031049885
dwprr1         ,3410103151                      ,example.com          ,     22707,10/01/18 03:00:04                                                          ,         1,     60.23,        28,     10.93,13.0503431,         0,46.6083683,4.70151791,.013874615
dwprr1         ,3410103151                      ,example.com          ,     22721,10/01/18 17:00:16                                                          ,         1,     60.27,        28,      7.26,5.77806139,1.05306771,19.5828658,4.78225743,.018676912
dwprr1         ,3410103151                      ,example.com          ,     22723,10/01/18 19:00:09                                                          ,         1,     60.22,        28,      4.49,2.52034044,         0,9.00121585,3.01505476,.024198331
dwprr1         ,3410103151                      ,example.com          ,     22427,09/19/18 11:00:00                                                          ,         1,     60.17,        28,      6.01,4.00275346,         0,14.2955481,3.00541156,.019657697
dwprr1         ,3410103151                      ,example.com          ,     22563,09/25/18 03:00:26                                                          ,         1,     60.28,        28,     11.12,8.60390932,         0,30.7282476,4.38453335,.019698645
dwprr1         ,3410103151                      ,example.com          ,     22760,10/03/18 08:00:37                                                          ,         1,     59.55,        28,     20.53,13.7768262,         0,49.2029507,7.18565831,.016352805
dwprr1         ,3410103151                      ,example.com          ,     22790,10/04/18 14:00:01                                                          ,         1,     60.23,        28,     14.29, 12.816674,         0,45.7738359,9.80254368, .01111748
dwprr1         ,3410103151                      ,example.com          ,     22810,10/05/18 10:00:13                                                          ,         1,     60.25,        28,     14.84,14.7276598,         0,52.5987848,7.82352302, .02219917
dwprr1         ,3410103151                      ,example.com          ,     22826,10/06/18 00:00:13                                                          ,         1,     60.08,        28,      8.16,4.17792233,.000237765,14.9209134,2.45408163,.042668912
dwprr1         ,3410103151                      ,example.com          ,     22827,10/06/18 01:00:18                                                          ,         1,     60.08,        28,      7.93,4.72128433,.000208044,16.8615217,2.70669705,.023390133
dwprr1         ,3410103151                      ,example.com          ,     22868,10/07/18 18:00:10                                                          ,         1,      60.1,        28,      5.19,4.59160843,.008428413,16.3901731, 4.5683781,.063485461
dwprr1         ,3410103151                      ,example.com          ,     22869,10/07/18 19:00:16                                                          ,         1,     59.93,        28,      8.47,5.04598165,.005065152,18.0162979,4.99632528,.021025346
dwprr1         ,3410103151                      ,example.com          ,     22871,10/07/18 21:00:27                                                          ,         1,     60.22,        28,      5.92,5.85394963,.017703926, 20.889259,5.79789253,.025967736
dwprr1         ,3410103151                      ,example.com          ,     22172,09/08/18 20:00:07                                                          ,         1,     60.13,        28,      4.83,2.75253326,         0,9.83047593,2.07430908,.018005622
dwprr1         ,3410103151                      ,example.com          ,     22199,09/09/18 23:00:47                                                          ,         1,     59.28,        28,      6.73,  3.759702,.000140568,13.4273666,2.05789389,.024509016
dwprr1         ,3410103151                      ,example.com          ,     22214,09/10/18 14:00:25                                                          ,         1,     60.23,        28,     11.96,14.4688129,         0, 51.674332,7.60231046, .01268875
dwprr1         ,3410103151                      ,example.com          ,     22216,09/10/18 16:00:11                                                          ,         1,     60.17,        28,      5.53,6.42533518,         0,22.9476256,3.27046894,.023733676
dwprr1         ,3410103151                      ,example.com          ,     22219,09/10/18 19:00:17                                                          ,         1,     60.18,        28,      8.98,4.24799502, .60625272, 14.565158,3.20362385,.021106144
dwprr1         ,3410103151                      ,example.com          ,     22273,09/13/18 01:00:37                                                          ,         1,     59.43,        28,      8.59,19.3302552,40.6606542,28.3759715,2.23452648,.020110568
dwprr1         ,3410103151                      ,example.com          ,     22347,09/16/18 03:00:49                                                          ,         1,     59.32,        28,       3.5,2.61828885,.000050175,9.35098142,2.51227271,.023130494
dwprr1         ,3410103151                      ,example.com          ,     22348,09/16/18 04:00:08                                                          ,         1,     59.92,        28,      3.98,1.92687065,9.9344E-06,6.88167097,2.16701768,.019769521
dwprr1         ,3410103151                      ,example.com          ,     22586,09/26/18 02:00:33                                                          ,         1,     60.17,        28,     17.03, 8.6230831,         0,30.7967254,4.66841116,.021102097
dwprr1         ,3410103151                      ,example.com          ,     22614,09/27/18 06:00:27                                                          ,         1,      60.2,        28,      8.64,6.42042636,         0,22.9300941,3.77163424,.025836497
dwprr1         ,3410103151                      ,example.com          ,     22158,09/08/18 06:00:14                                                          ,         1,     60.15,        28,         7,7.20088113,.005897954,25.7115347,3.95938725,.041137236
dwprr1         ,3410103151                      ,example.com          ,     22351,09/16/18 07:00:24                                                          ,         1,     60.18,        28,      14.7,8.83386873, 1.2182221,30.3313091,  4.134025,.019068719
dwprr1         ,3410103151                      ,example.com          ,     22354,09/16/18 10:00:19                                                          ,         1,      59.8,        28,      9.69,6.26435619,1.43467312,20.9380276,3.36059683,.027562112
dwprr1         ,3410103151                      ,example.com          ,     22388,09/17/18 20:00:46                                                          ,         1,     59.25,        28,      5.56, 4.0585654,.837181033,13.6576954,2.89797067,.028450874
dwprr1         ,3410103151                      ,example.com          ,     22401,09/18/18 09:00:07                                                          ,         1,        60,        28,     19.19,15.0001528,         0,53.5719742,5.63605159,.016190476
dwprr1         ,3410103151                      ,example.com          ,     22413,09/18/18 21:00:27                                                          ,         1,      59.6,        28,      6.13,14.2557019,25.9024049,25.0108162,2.80677733,.031479706
dwprr1         ,3410103151                      ,example.com          ,     22428,09/19/18 12:00:10                                                          ,         1,     60.15,        28,      6.73,4.39360211,         0,15.6914361,2.79838103,.024571508
dwprr1         ,3410103151                      ,example.com          ,     22442,09/20/18 02:00:35                                                          ,         1,     59.53,        28,      5.35,5.40734602,         0,19.3119501,3.86516157,.021886498
dwprr1         ,3410103151                      ,example.com          ,     22454,09/20/18 14:00:13                                                          ,         1,     60.13,        28,      5.04,3.60226718,         0,12.8652399,2.43963811,.022133354
dwprr1         ,3410103151                      ,example.com          ,     22521,09/23/18 09:00:20                                                          ,         1,     60.15,        28,       5.3, 4.0080992,.000197918,14.3144421,3.47533943,.029093932
dwprr1         ,3410103151                      ,example.com          ,     22527,09/23/18 15:00:22                                                          ,         1,     60.18,        28,     20.99, 17.810961,1.20432607,62.4062488,9.69373343,.012748744
dwprr1         ,3410103151                      ,example.com          ,     22625,09/27/18 17:00:44                                                          ,         1,     60.22,        28,      8.45,5.63454193,1.92681191,18.1965521, 4.2804555,.018870349
dwprr1         ,3410103151                      ,example.com          ,     22733,10/02/18 05:00:39                                                          ,         1,      59.4,        28,      7.47,6.90111672,         0,24.6468454,4.11798541,.017446288
dwprr1         ,3410103151                      ,example.com          ,     22765,10/03/18 13:00:25                                                          ,         1,     59.63,        28,      9.87,8.97757965,         0,32.0627845,6.51653957,.016379861
dwprr1         ,3410103151                      ,example.com          ,     22819,10/05/18 17:00:02                                                          ,         1,     60.52,        28,     53.99, 28.015274,15.3678345,84.6867156,16.4155683,.008852343
dwprr1         ,3410103151                      ,example.com          ,     22166,09/08/18 14:00:10                                                          ,         1,     60.12,        28,      8.38,6.46627391,.039060953,23.0547744,3.03460533,.022080082
dwprr1         ,3410103151                      ,example.com          ,     22171,09/08/18 19:00:00                                                          ,         1,     60.12,        28,       5.4,3.05065428,.000079211,10.8951147,2.06494317,.027941701
dwprr1         ,3410103151                      ,example.com          ,     22174,09/08/18 22:00:22                                                          ,         1,     60.12,        28,      6.14,3.08066815,.000049507,11.0023367,2.20064161,.026020833
dwprr1         ,3410103151                      ,example.com          ,     22177,09/09/18 01:00:43                                                          ,         1,     60.12,        28,     12.59,4.03785417,.000019803, 14.420888,2.52736742,.088379738
dwprr1         ,3410103151                      ,example.com          ,     22198,09/09/18 22:00:39                                                          ,         1,     60.13,        28,      7.09,3.62103659,.000118784,12.9321547,2.09458149,.027429126
dwprr1         ,3410103151                      ,example.com          ,     22218,09/10/18 18:00:08                                                          ,         1,     60.15,        28,       7.3,4.92040732,.527500693,17.0453826,2.71657167,.024848593
dwprr1         ,3410103151                      ,example.com          ,     22275,09/13/18 03:00:12                                                          ,         1,     59.93,        28,     11.09,5.41843437,         0,19.3515513,3.42331758, .01837359
dwprr1         ,3410103151                      ,example.com          ,     22294,09/13/18 22:00:38                                                          ,         1,     60.08,        28,      6.08,3.07373093,.000019814,10.9775906,2.23051318,.027125025
dwprr1         ,3410103151                      ,example.com          ,     22482,09/21/18 18:00:07                                                          ,         1,     59.97,        28,      6.73,5.61786548,.006997935,20.0568074,3.42468038,.049412372
dwprr1         ,3410103151                      ,example.com          ,     22549,09/24/18 13:00:26                                                          ,         1,     59.68,        28,      6.25, 3.4030606,         0,12.1537878,3.37186341,.024713767
dwprr1         ,3410103151                      ,example.com          ,     22643,09/28/18 11:00:08                                                          ,         1,     60.22,        28,      9.96,7.84677553,         0,28.0241983,4.14720652,.022478352
dwprr1         ,3410103151                      ,example.com          ,     22660,09/29/18 04:00:01                                                          ,         1,      60.2,        28,       9.9,8.47460963,.057852792,30.2086102,4.56274719,.022069293
dwprr1         ,3410103151                      ,example.com          ,     22741,10/02/18 13:00:32                                                          ,         1,     60.18,        28,      5.78,3.73274716,         0,13.3312399,3.77634806,.018336828
dwprr1         ,3410103151                      ,example.com          ,     22757,10/03/18 05:00:04                                                          ,         1,     60.17,        28,     10.97, 7.4398338,         0, 26.570835,4.31433518,.018846458
dwprr1         ,3410103151                      ,example.com          ,     22768,10/03/18 16:00:09                                                          ,         1,     60.25,        28,     14.97,10.7344315,         0,38.3372555,8.00780478,.014621616
dwprr1         ,3410103151                      ,example.com          ,     22782,10/04/18 06:00:07                                                          ,         1,     59.88,        28,      7.82,6.73822711,         0,24.0650968,4.83257127,.036787802
dwprr1         ,3410103151                      ,example.com          ,     22824,10/05/18 22:00:37                                                          ,         1,      59.6,        28,      8.85,14.2252601,1.33840684,49.4660934,9.84311082,.018126798
dwprr1         ,3410103151                      ,example.com          ,     22830,10/06/18 04:00:08                                                          ,         1,     60.13,        28,      8.06,8.18508869,.023865616, 29.208594,3.98960643,.016392144
dwprr1         ,3410103151                      ,example.com          ,     22837,10/06/18 11:00:08                                                          ,         1,     60.17,        28,      7.64,7.40465928,1.30786506,25.1373467,4.83616937,.028591215
dwprr1         ,3410103151                      ,example.com          ,     22838,10/06/18 12:00:18                                                          ,         1,     59.73,        28,      5.51,4.10243583, .00003986,14.6515167,3.57080078,.016481983
dwprr1         ,3410103151                      ,example.com          ,     22844,10/06/18 18:00:28                                                          ,         1,     60.15,        28,      4.94,2.29440288,.000019792,8.19427621,2.80003365,.024423069
dwprr1         ,3410103151                      ,example.com          ,     22874,10/08/18 00:00:05                                                          ,         1,     60.02,        28,      5.92, 2.1207248,.000039672,7.57397747,2.53699369,.042934502
dwprr1         ,3410103151                      ,example.com          ,     22296,09/14/18 00:00:48                                                          ,         1,     60.08,        28,      4.68,3.40238003,.000019814,12.1513374,1.87681791,.023637805
dwprr1         ,3410103151                      ,example.com          ,     22321,09/15/18 01:00:03                                                          ,         1,     60.08,        28,      5.26,2.30221637,.000059441,8.22214187,2.21533584,.023132554
dwprr1         ,3410103151                      ,example.com          ,     22268,09/12/18 20:00:56                                                          ,         1,     59.18,        28,      7.92,4.79927908,1.87321479,15.2670676, 2.5925695,.021935471
dwprr1         ,3410103151                      ,example.com          ,     22644,09/28/18 12:00:21                                                          ,         1,     59.78,        28,      5.16,4.02053805,         0,14.3590645,3.38126767,.020411008
dwprr1         ,3410103151                      ,example.com          ,     22677,09/29/18 21:00:11                                                          ,         1,     60.18,        28,      6.01,4.15305456,.000138466,14.8321992,3.48267199,.024607351
dwprr1         ,3410103151                      ,example.com          ,     22678,09/29/18 22:00:22                                                          ,         1,     60.17,        28,      5.64,3.13450693,.005005936,11.1896617, 2.9216759,.024584488
dwprr1         ,3410103151                      ,example.com          ,     22761,10/03/18 09:00:10                                                          ,         1,     60.02,        28,     31.62, 13.486637,         0,48.1665609,7.59726465,.017386044
dwprr1         ,3410103151                      ,example.com          ,     22764,10/03/18 12:00:09                                                          ,         1,     60.27,        28,      12.6,11.1217395,         0,39.7204982,7.57751264,.015773151
dwprr1         ,3410103151                      ,example.com          ,     22797,10/04/18 21:00:05                                                          ,         1,      60.2,        28,     20.92,19.8934718,4.69957285,66.3485406,14.9580763, .01472275
dwprr1         ,3410103151                      ,example.com          ,     22814,10/05/18 14:00:05                                                          ,         1,      60.2,        28,      16.5,10.0010133,         0,35.7179046,5.84814507,.014623873
dwprr1         ,3410103151                      ,example.com          ,     22818,10/05/18 16:00:14                                                          ,         1,      59.8,        28,     43.19,22.7528595,.003006052,81.2572066,15.9789477,.007913282
dwprr1         ,3410103151                      ,example.com          ,     22147,09/07/18 19:00:43                                                          ,         1,     60.12,        28,      5.75,3.66299418,.000118817,13.0820032,2.32722088,  .0272189
dwprr1         ,3410103151                      ,example.com          ,     22307,09/14/18 11:00:21                                                          ,         1,     60.15,        28,     17.26,13.4315378,         0,47.9697779,4.02956893,.017248545
dwprr1         ,3410103151                      ,example.com          ,     22308,09/14/18 12:00:30                                                          ,         1,     60.13,        28,      5.97,7.01980599,         0,25.0707357,2.79664238,.030171048
dwprr1         ,3410103151                      ,example.com          ,     22323,09/15/18 03:00:16                                                          ,         1,      60.2,        28,     15.97,13.3438261, 2.8340057,44.8225162,4.48593972,.017076016
dwprr1         ,3410103151                      ,example.com          ,     22334,09/15/18 14:00:04                                                          ,         1,     60.12,        28,      5.29,2.48442473,.000059408,8.87288605,2.37099489,.025595073
dwprr1         ,3410103151                      ,example.com          ,     22368,09/17/18 00:00:02                                                          ,         1,     60.12,        28,      3.95,4.24621292, .00028714, 15.164759,2.33416175,.043130421
dwprr1         ,3410103151                      ,example.com          ,     22453,09/20/18 13:00:05                                                          ,         1,     60.13,        28,      7.38,4.72413248,         0,16.8719017,2.73266748,.030576893
dwprr1         ,3410103151                      ,example.com          ,     22461,09/20/18 21:00:01                                                          ,         1,     60.15,        28,      6.66,4.52667775,.002533349,16.1641729,3.42182243,.035031469
dwprr1         ,3410103151                      ,example.com          ,     22776,10/04/18 00:00:21                                                          ,         1,     59.75,        28,      9.09,8.29319386, .10055788,29.5179916,4.63209803,.030424387
dwprr1         ,3410103151                      ,example.com          ,     22786,10/04/18 10:00:00                                                          ,         1,     60.22,        28,     12.43,7.31785774,         0,26.1352062,4.51053735,.028172077
dwprr1         ,3410103151                      ,example.com          ,     22791,10/04/18 15:00:15                                                          ,         1,     59.85,        28,      8.81,11.0615316,         0,  39.50547,8.87876437,.012988821
dwprr1         ,3410103151                      ,example.com          ,     22795,10/04/18 19:00:17                                                          ,         1,     60.38,        28,     17.87,7.06581562,2.08954694,23.1455089,4.83419424,.032342968
dwprr1         ,3410103151                      ,example.com          ,     22155,09/08/18 03:00:42                                                          ,         1,     59.53,        28,      6.98,5.64396697,1.57943729,18.5775876, 2.9950208,.019076948
dwprr1         ,3410103151                      ,example.com          ,     22163,09/08/18 11:00:01                                                          ,         1,     60.17,        28,      7.08,6.28333241,.001790661,22.4386822,3.79347052,.025069252
dwprr1         ,3410103151                      ,example.com          ,     22205,09/10/18 05:00:44                                                          ,         1,     59.33,        28,      8.84, 7.9533118,         0, 28.404685,3.09475321, .01469703
dwprr1         ,3410103151                      ,example.com          ,     22241,09/11/18 17:00:25                                                          ,         1,     60.22,        28,     22.33,16.2192887,20.9936143,36.9324167,5.77056067,.017783006
dwprr1         ,3410103151                      ,example.com          ,     22244,09/11/18 20:00:03                                                          ,         1,     59.98,        28,     12.63, 3.5705307, .07862303,12.6732723,2.39797761,.027239709
dwprr1         ,3410103151                      ,example.com          ,     22364,09/16/18 20:00:02                                                          ,         1,     60.63,        28,      9.14,4.10003299,.000284693,14.6426903,2.63880272,.027585801
dwprr1         ,3410103151                      ,example.com          ,     22370,09/17/18 02:00:16                                                          ,         1,     60.17,        28,      5.27,5.40616343,         0,19.3077266,3.54255046,.020706371
dwprr1         ,3410103151                      ,example.com          ,     22462,09/20/18 22:00:10                                                          ,         1,     60.17,        28,      6.36,7.73936011, 5.8721112,21.7684606,3.19861496,.026137713
dwprr1         ,3410103151                      ,example.com          ,     22534,09/23/18 22:00:54                                                          ,         1,     59.13,        28,      5.64, 4.7121956,.246517153,16.5827529,3.75648253,.055031003
dwprr1         ,3410103151                      ,example.com          ,     22537,09/24/18 01:00:17                                                          ,         1,     60.13,        28,       6.7,3.21803492,.000306858, 11.492675,2.66035793, .02296484
dwprr1         ,3410103151                      ,example.com          ,     22538,09/24/18 02:00:25                                                          ,         1,     60.15,        28,     10.96,8.61132447,         0,30.7547302, 4.7145727,.019118869
dwprr1         ,3410103151                      ,example.com          ,     22544,09/24/18 08:00:22                                                          ,         1,     59.73,        28,     12.89,13.4539035,         0,48.0496552,7.30227599,.016043527
dwprr1         ,3410103151                      ,example.com          ,     22546,09/24/18 10:00:20                                                          ,         1,     59.75,        28,      9.49,9.39704045,         0,33.5608587,6.00404463,.031729428
dwprr1         ,3410103151                      ,example.com          ,     22595,09/26/18 11:00:26                                                          ,         1,      60.2,        28,      9.14,7.38265504,         0,26.3666251,5.16767521,.025846385
dwprr1         ,3410103151                      ,example.com          ,     22690,09/30/18 10:00:45                                                          ,         1,     59.27,        28,     10.47, 9.0112739,.005774948,32.1773461,4.65087177,.021593283
dwprr1         ,3410103151                      ,example.com          ,     22695,09/30/18 15:00:38                                                          ,         1,      60.2,        28,     20.42,14.1299391,.000563598,50.4635046, 8.2017778,.014327243
dwprr1         ,3410103151                      ,example.com          ,     22828,10/06/18 02:00:23                                                          ,         1,     60.15,        28,      9.28,8.42080078,.087519297,29.9867692,4.92910581,.019534497
dwprr1         ,3410103151                      ,example.com          ,     22835,10/06/18 09:00:49                                                          ,         1,     59.32,        28,     14.57,11.6008851,2.89030827,38.5414242, 6.0257195,.021344278
dwprr1         ,3410103151                      ,example.com          ,     22846,10/06/18 20:00:54                                                          ,         1,     59.17,        28,      4.39,2.65589577,.000090543,9.48525151,2.80434608,.016468813
dwprr1         ,3410103151                      ,example.com          ,     22847,10/06/18 21:00:04                                                          ,         1,     60.13,        28,      4.45,2.13509424,.000544425,7.62479213,2.60688549,   .024707
dwprr1         ,3410103151                      ,example.com          ,     22863,10/07/18 13:00:27                                                          ,         1,     59.57,        28,      4.45,2.25683268,         0,8.06011672,2.77258374,.021634423
dwprr1         ,3410103151                      ,example.com          ,     22878,10/08/18 04:00:35                                                          ,         1,     60.15,        28,      8.66,7.04872818,         0,25.1740292,3.84512924,.018030321
dwprr1         ,3410103151                      ,example.com          ,     22882,10/08/18 08:00:12                                                          ,         1,     60.22,        28,     24.36,16.2956214,         0,58.1986477,7.19374481,.015894982
dwprr1         ,3410103151                      ,example.com          ,     22164,09/08/18 12:00:11                                                          ,         1,     59.85,        28,     14.14,8.63826511,.000537057,30.8504098,4.76089032,.017702988
dwprr1         ,3410103151                      ,example.com          ,     22173,09/08/18 21:00:15                                                          ,         1,     60.12,        28,      4.99,2.97393956,.000059408,10.6211533,2.07058695,.025654481
dwprr1         ,3410103151                      ,example.com          ,     22274,09/13/18 02:00:03                                                          ,         1,     60.15,        28,      8.06,6.42618731,         0, 22.950669,3.84927562, .02244389
dwprr1         ,3410103151                      ,example.com          ,     22290,09/13/18 18:00:01                                                          ,         1,     60.23,        28,      5.58,7.21726619,3.42889754,22.3470531, 2.7171812,.022748834
dwprr1         ,3410103151                      ,example.com          ,     22313,09/14/18 17:00:14                                                          ,         1,     60.13,        28,      6.96,2.48130543,.000049493,8.86175562,2.38740299,.025419702
dwprr1         ,3410103151                      ,example.com          ,     22320,09/15/18 00:00:20                                                          ,         1,     59.72,        28,       3.5,2.60116383,.000029903,9.28984092,2.06960448,.040070173
dwprr1         ,3410103151                      ,example.com          ,     22372,09/17/18 04:00:12                                                          ,         1,     60.13,        28,      6.23,6.46117239,         0,23.0756157,3.48281596,.020024945
dwprr1         ,3410103151                      ,example.com          ,     22373,09/17/18 05:00:20                                                          ,         1,     60.13,        28,      7.92, 6.1913082,         0, 22.111815,3.37085247,.020163525
dwprr1         ,3410103151                      ,example.com          ,     22405,09/18/18 13:00:42                                                          ,         1,     60.13,        28,      6.03,3.79586475,         0,13.5566598,2.48572616,.022984637
dwprr1         ,3410103151                      ,example.com          ,     22408,09/18/18 16:00:10                                                          ,         1,     60.17,        28,      6.55,5.99244875,         0,21.4016027,4.30523348,.016679858
dwprr1         ,3410103151                      ,example.com          ,     22411,09/18/18 19:00:41                                                          ,         1,     60.12,        28,      4.72,4.43128639,1.10189512,14.7241277,2.77182265,.028238742
dwprr1         ,3410103151                      ,example.com          ,     22448,09/20/18 08:00:39                                                          ,         1,      59.6,        28,      20.2,12.8040464,         0,45.7287372,5.73114414,.021053052
dwprr1         ,3410103151                      ,example.com          ,     22457,09/20/18 17:00:14                                                          ,         1,     60.25,        28,      19.8,15.7783375,24.8910393, 31.460166,  4.746967,.026042284
