INSTNAME       ,DB_ID     ,HOSTNAME                      ,        ID,TM               ,      INST,       DUR,       CPU,   LOADAVG,   AAS_CPU,RSRCMGRPCT,  OSCPUPCT,  OSCPUSYS,   OSCPUIO
cdwprrn1       ,2733318910,example.com          ,     26349,10/04/18 09:00:25,         2,     59.67,        28,      7.88,8.21432123,         0,29.3368615,4.12944932,.011781724
cdwprrn1       ,2733318910,example.com          ,     26366,10/05/18 02:00:31,         2,     59.75,        28,      9.24,7.28832636,         0, 26.029737,6.00889619,.016925682
cdwprrn1       ,2733318910,example.com          ,     26371,10/05/18 07:00:16,         2,     59.77,        28,      7.62,10.2027691,         0,36.4384611,4.31440722,.009600829
cdwprrn1       ,2733318910,example.com          ,     26389,10/06/18 01:00:34,         2,     59.85,        28,      6.09,3.78878585,9.9455E-06,13.5313681,3.78035366, .01606198
cdwprrn1       ,2733318910,example.com          ,     26392,10/06/18 04:00:02,         2,     60.05,        28,      4.12,1.76534832,         0,6.30481543,2.31107014,.030173268
cdwprrn1       ,2733318910,example.com          ,     26399,10/06/18 11:00:46,         2,     59.32,        28,     26.19,19.4245631,         0,69.3734396,5.22275519,.010265725
cdwprrn1       ,2733318910,example.com          ,     26401,10/06/18 13:00:30,         2,     59.58,        28,     26.29,19.7065035, .00000999,70.3803596,5.78235764,.006493506
cdwprrn1       ,2733318910,example.com          ,     26403,10/06/18 15:00:12,         2,     60.42,        28,     27.38,19.8834814,.000039409,71.0123941,5.05281773,.006305419
cdwprrn1       ,2733318910,example.com          ,     26415,10/07/18 03:00:36,         2,     59.62,        28,      7.51,4.99735533,         0,17.8476976,2.47481928,.018401294
cdwprrn1       ,2733318910,example.com          ,     26421,10/07/18 09:00:56,         2,     59.58,        28,      7.41,4.59839161,         0,16.4228272,2.59654346,.014465534
cdwprrn1       ,2733318910,example.com          ,     26425,10/07/18 13:00:42,         2,     59.57,        28,     11.54,9.61769726,9.9928E-06,34.3489088,4.68009033,.010892158
cdwprrn1       ,2733318910,example.com          ,     26431,10/07/18 19:00:03,         2,     60.72,        28,     14.86,12.5673538,9.8035E-06,44.8833967,7.04847849,.011156425
cdwprrn1       ,2733318910,example.com          ,     26433,10/07/18 21:00:11,         2,      60.6,        28,     14.61,10.5433911,         0,37.6549682,5.64755226,.008810702
cdwprrn1       ,2733318910,example.com          ,     26449,10/08/18 13:00:15,         2,     60.43,        28,     11.45,7.68094595,         0,27.4319498,4.64606808,.012439918
cdwprrn1       ,2733318910,example.com          ,     25760,09/09/18 20:00:08,         2,     60.07,        28,     13.74, 18.537081,9.9096E-06,66.2038509, 11.411517,.006163786
cdwprrn1       ,2733318910,example.com          ,     25763,09/09/18 23:00:35,         2,     59.72,        28,      9.04,7.18605359,         0,25.6644771,2.98290539,.026464256
cdwprrn1       ,2733318910,example.com          ,     25767,09/10/18 03:00:27,         2,     59.67,        28,      6.51,3.21316201,         0,11.4755786,1.82986832,.011801676
cdwprrn1       ,2733318910,example.com          ,     25811,09/11/18 23:00:27,         2,     59.82,        28,      5.34,3.22387852,.000009951,11.5138419,2.92539705,.024728337
cdwprrn1       ,2733318910,example.com          ,     25814,09/12/18 02:00:09,         2,     59.97,        28,      4.54,1.84429961,         0,6.58678432,2.00395061,.013181926
cdwprrn1       ,2733318910,example.com          ,     25874,09/14/18 14:00:20,         2,     59.77,        28,      7.79,4.92035137,         0,17.5726835,3.18750498, .01052705
cdwprrn1       ,2733318910,example.com          ,     25880,09/14/18 20:00:06,         2,      60.6,        28,      7.74,4.98066832,         0,17.7881011,2.36287915,.012641443
cdwprrn1       ,2733318910,example.com          ,     25882,09/14/18 22:00:02,         2,     60.37,        28,     11.02,11.1427775,9.8604E-06, 39.795624,2.64628855,.014760984
cdwprrn1       ,2733318910,example.com          ,     25886,09/15/18 02:00:17,         2,     59.95,        28,      6.02,4.14675007,         0,14.8098217,2.40456333, .01592597
cdwprrn1       ,2733318910,example.com          ,     25900,09/15/18 16:00:09,         2,     59.97,        28,      5.27,5.34529183,         0, 19.090328,2.40991027,.012030493
cdwprrn1       ,2733318910,example.com          ,     25901,09/15/18 17:00:07,         2,     60.07,        28,      5.39,3.05744728,         0,10.9194546,2.09433962,.016251784
cdwprrn1       ,2733318910,example.com          ,     25904,09/15/18 20:00:16,         2,     59.87,        28,     10.89, 12.341907,         0,44.0782393,6.63014039,.010410038
cdwprrn1       ,2733318910,example.com          ,     25907,09/15/18 23:00:16,         2,     60.18,        28,      7.31,4.46359457,9.8904E-06,15.9413993,2.76152233,.036465957
cdwprrn1       ,2733318910,example.com          ,     25908,09/16/18 00:00:27,         2,     59.67,        28,      7.14,4.18123464,         0,14.9329808,2.93530527,.017128891
cdwprrn1       ,2733318910,example.com          ,     25911,09/16/18 03:00:02,         2,     60.58,        28,      6.78,3.55532875,         0,12.6976027,2.40481431,.019502849
cdwprrn1       ,2733318910,example.com          ,     25916,09/16/18 08:00:30,         2,     59.82,        28,      4.79,3.14113681,         0,11.2183457,2.02576324,.014906659
cdwprrn1       ,2733318910,example.com          ,     25918,09/16/18 10:00:07,         2,     60.33,        28,      6.21,8.01413812,         0,28.6219219,3.04113062,.012134964
cdwprrn1       ,2733318910,example.com          ,     25919,09/16/18 11:00:27,         2,      59.7,        28,     19.07,12.9003266,9.9705E-06,46.0725851,4.47014836,.008215682
cdwprrn1       ,2733318910,example.com          ,     25926,09/16/18 18:00:12,         2,     59.98,        28,      7.23,6.14059461,         0, 21.930695,2.03568452,.011669908
cdwprrn1       ,2733318910,example.com          ,     25927,09/16/18 19:00:11,         2,     59.87,        28,     13.87,14.2876503,9.9427E-06,51.0273127, 6.8001909,.010211184
cdwprrn1       ,2733318910,example.com          ,     25954,09/17/18 22:00:04,         2,     60.02,        28,      7.19,4.93559844,         0,17.6271373,2.79862737,.011772524
cdwprrn1       ,2733318910,example.com          ,     25977,09/18/18 21:00:02,         2,     60.33,        28,      7.94,5.31820994,         0,18.9936069,3.25561365,.013091949
cdwprrn1       ,2733318910,example.com          ,     25983,09/19/18 03:00:50,         2,      59.5,        28,      4.15,3.88467507,         0,13.8738395,2.07656062,.017246899
cdwprrn1       ,2733318910,example.com          ,     26001,09/19/18 21:00:03,         2,     60.48,        28,      7.87,3.72206944,         0,13.2931051, 3.1262843,.012075345
cdwprrn1       ,2733318910,example.com          ,     26009,09/20/18 05:00:09,         2,     60.48,        28,      8.68,3.14527969,         0,11.2331418,2.21802543,.012626461
cdwprrn1       ,2733318910,example.com          ,     26132,09/25/18 08:00:03,         2,     60.02,        28,      8.67,  6.308406,         0,22.5300214,3.93372873,.011474987
cdwprrn1       ,2733318910,example.com          ,     26137,09/25/18 13:00:14,         2,     59.82,        28,      6.99,8.75684592,         0,31.2744497,5.02404171,.011533256
cdwprrn1       ,2733318910,example.com          ,     25786,09/10/18 22:00:14,         2,     60.12,        28,      6.83,3.73449404,         0,13.3374787,2.05541804, .01747594
cdwprrn1       ,2733318910,example.com          ,     25813,09/12/18 01:00:05,         2,     60.07,        28,      4.81,3.55848502,.000148644,12.7087264,4.18590455,.016311241
cdwprrn1       ,2733318910,example.com          ,     25817,09/12/18 05:00:57,         2,     59.75,        28,     10.58,4.60976011,         0, 16.463429,2.06143654,.016646742
cdwprrn1       ,2733318910,example.com          ,     25857,09/13/18 21:00:25,         2,     59.87,        28,      8.56,4.08340757,         0,14.5835985,3.23318684,.010559179
cdwprrn1       ,2733318910,example.com          ,     26041,09/21/18 13:00:17,         2,     59.78,        28,     11.73,11.2090466,         0,40.0323091,5.54615875,.011549644
cdwprrn1       ,2733318910,example.com          ,     26057,09/22/18 05:00:30,         2,     59.58,        28,      5.05,2.86844196,         0,10.2444356,2.80652348,.018111888
cdwprrn1       ,2733318910,example.com          ,     26060,09/22/18 08:00:01,         2,     60.33,        28,       7.9,7.86918232,         0,28.1042226,4.69133781,.029469219
cdwprrn1       ,2733318910,example.com          ,     26062,09/22/18 10:00:11,         2,     59.82,        28,      6.45,6.61453051,         0,23.6233232,4.13771245,.015434064
cdwprrn1       ,2733318910,example.com          ,     26158,09/26/18 10:00:27,         2,     59.98,        28,      6.49,6.09205335,         0,21.7573334,3.67239908, .01079665
cdwprrn1       ,2733318910,example.com          ,     26222,09/29/18 02:00:33,         2,     59.62,        28,     22.21,19.0592004,         0, 68.068573, 3.7842965,.008526698
cdwprrn1       ,2733318910,example.com          ,     26377,10/05/18 13:00:43,         2,     59.53,        28,     16.57,15.2992133,         0,54.6400476, 7.8744001,.007348824
cdwprrn1       ,2733318910,example.com          ,     26418,10/07/18 06:00:15,         2,        60,        28,     13.01,11.3207056,         0,40.4310913,5.04196429,.014950397
cdwprrn1       ,2733318910,example.com          ,     26442,10/08/18 06:00:20,         2,     59.82,        28,     10.06,9.77658958,         0,34.9163914,4.90600247,.009911237
cdwprrn1       ,2733318910,example.com          ,     26443,10/08/18 07:00:09,         2,     60.37,        28,      9.34, 9.2186085,         0,32.9236018,4.63051195,.013400252
cdwprrn1       ,2733318910,example.com          ,     26081,09/23/18 05:00:26,         2,     59.73,        28,      8.05,3.69749163,         0,13.2053272,2.55547473,.015654895
cdwprrn1       ,2733318910,example.com          ,     26108,09/24/18 08:00:31,         2,     59.87,        28,      9.84,6.61283686,         0,23.6172745,4.12248449,.009843303
cdwprrn1       ,2733318910,example.com          ,     26109,09/24/18 09:00:23,         2,     59.67,        28,      8.78,6.13422626,         0,21.9079509,3.98535515,.018575419
cdwprrn1       ,2733318910,example.com          ,     26174,09/27/18 02:00:14,         2,     59.97,        28,      8.23,5.88923291,         0,21.0329747,2.52453744,.012199238
cdwprrn1       ,2733318910,example.com          ,     26252,09/30/18 08:00:08,         2,     60.23,        28,      8.67,5.84773935,         0,20.8847834,3.38778757,.016839276
cdwprrn1       ,2733318910,example.com          ,     26277,10/01/18 09:00:19,         2,     60.15,        28,     10.56,6.62961485,         0,23.6771959,4.03413094,.012399557
cdwprrn1       ,2733318910,example.com          ,     26278,10/01/18 10:00:28,         2,     59.67,        28,      7.28,5.86546648,         0,20.9480946,4.12951915,.011093376
cdwprrn1       ,2733318910,example.com          ,     26306,10/02/18 14:00:11,         2,     60.32,        28,     13.74,11.4551064,         0,40.9110942,5.12948526,.010253424
cdwprrn1       ,2733318910,example.com          ,     26313,10/02/18 21:00:27,         2,     60.52,        28,     17.97,9.60482787,         0,34.3029567,5.89766692,.011488374
cdwprrn1       ,2733318910,example.com          ,     26324,10/03/18 08:00:04,         2,     60.35,        28,     10.79,6.60863297,         0,23.6022606,4.08917229,.013482858
cdwprrn1       ,2733318910,example.com          ,     26326,10/03/18 10:00:03,         2,     60.32,        28,     10.27,7.72781984,         0,27.5993566,4.09697825,.010056053
cdwprrn1       ,2733318910,example.com          ,     26330,10/03/18 14:00:15,         2,      60.4,        28,     17.64,14.0635017,         0,50.2267916,8.48157127,.011165642
cdwprrn1       ,2733318910,example.com          ,     26350,10/04/18 10:00:05,         2,     60.42,        28,      7.64,6.19029241,         0,22.1081872,3.58114286,.012236453
cdwprrn1       ,2733318910,example.com          ,     26353,10/04/18 13:00:13,         2,     60.28,        28,     19.61,16.8166215,         0,60.0593625,7.84246021, .00785971
cdwprrn1       ,2733318910,example.com          ,     26372,10/05/18 08:00:02,         2,     60.03,        28,     10.27,5.20609661,         0,18.5932022,3.42596375,.015308955
cdwprrn1       ,2733318910,example.com          ,     26384,10/05/18 20:00:09,         2,     60.23,        28,      9.47,8.91169895,         0,31.8274962,6.90680093,.008459167
cdwprrn1       ,2733318910,example.com          ,     25717,09/08/18 01:00:05,         2,     60.55,        28,         6,3.11985687,.000029492,11.1423165,2.00520035,.019818332
cdwprrn1       ,2733318910,example.com          ,     25726,09/08/18 10:00:16,         2,     59.83,        28,     13.31,9.51950139,         0,33.9982193,3.10965977,.012883008
cdwprrn1       ,2733318910,example.com          ,     25743,09/09/18 03:00:28,         2,      59.8,        28,       5.7,3.76268952,         0,13.4381769,1.84248089,.025850056
cdwprrn1       ,2733318910,example.com          ,     26123,09/24/18 23:00:43,         2,     59.58,        28,      6.77,4.91383776,         0,17.5494206,2.59516484,.022037962
cdwprrn1       ,2733318910,example.com          ,     26131,09/25/18 07:00:05,         2,     59.97,        28,      8.81, 11.802871,         0,42.1531109,4.66462519,.012616136
cdwprrn1       ,2733318910,example.com          ,     26159,09/26/18 11:00:26,         2,     59.82,        28,     13.35,12.0931151,         0,43.1896967,6.31639334,.011224774
cdwprrn1       ,2733318910,example.com          ,     26161,09/26/18 13:00:22,         2,     59.65,        28,     15.41,14.3165298,         0,51.1304634,6.05544246,.023949228
cdwprrn1       ,2733318910,example.com          ,     26172,09/27/18 00:00:15,         2,     60.17,        28,      8.21,10.2707313,         0,36.6811832,3.20878512,.019905026
cdwprrn1       ,2733318910,example.com          ,     26176,09/27/18 04:00:07,         2,     60.12,        28,      8.47,8.30718325,         0,29.6685116, 2.5809339, .01833736
cdwprrn1       ,2733318910,example.com          ,     26177,09/27/18 05:00:14,         2,     60.52,        28,      9.73, 6.9513247,         0,24.8261597,2.80628123, .01433096
cdwprrn1       ,2733318910,example.com          ,     26178,09/27/18 06:00:45,         2,     59.47,        28,      7.09,7.77141816,         0,27.7550649, 4.5890655,.010530109
cdwprrn1       ,2733318910,example.com          ,     26183,09/27/18 11:00:27,         2,     60.05,        28,     13.96, 10.823758,         0,38.6562785,5.21935094,.024404266
cdwprrn1       ,2733318910,example.com          ,     26185,09/27/18 13:00:07,         2,     60.42,        28,     17.59,16.1451476,         0,57.6612414,6.52251232,.010403941
cdwprrn1       ,2733318910,example.com          ,     26193,09/27/18 21:00:07,         2,      59.9,        28,      9.55,9.03172788,         0, 32.256171,5.07953732,.009340965
cdwprrn1       ,2733318910,example.com          ,     26194,09/27/18 22:00:01,         2,     60.43,        28,      7.49,7.83316602,         0,27.9755929,4.10220826,.012193681
cdwprrn1       ,2733318910,example.com          ,     26196,09/28/18 00:00:07,         2,      60.4,        28,      6.44,4.95118653,         0,17.6828091, 2.6066304,.027633239
cdwprrn1       ,2733318910,example.com          ,     26198,09/28/18 02:00:09,         2,     60.62,        28,     17.74,15.9908001,         0,57.1100004,3.66441141, .01116501
cdwprrn1       ,2733318910,example.com          ,     26202,09/28/18 06:00:03,         2,     60.62,        28,      8.39,7.63942535,         0, 27.283662,4.52521702,.014611729
cdwprrn1       ,2733318910,example.com          ,     26209,09/28/18 13:00:54,         2,     59.48,        28,     20.16,16.3768254,         0,58.4886623,7.25082056,.007855342
cdwprrn1       ,2733318910,example.com          ,     26211,09/28/18 15:00:03,         2,     60.57,        28,      8.93,9.46317006,         0,33.7970359,4.40606573, .01071232
cdwprrn1       ,2733318910,example.com          ,     26214,09/28/18 18:00:12,         2,     59.87,        28,      4.96,4.62803731,         0,16.5287047,3.19372415,.016017738
cdwprrn1       ,2733318910,example.com          ,     26220,09/29/18 00:00:43,         2,     59.47,        28,     22.74,14.5523487,         0,51.9726738,3.36350897,.015805173
cdwprrn1       ,2733318910,example.com          ,     26223,09/29/18 03:00:10,         2,     60.05,        28,     18.65,10.7898168,         0,38.5350601,3.23534951,.026178581
cdwprrn1       ,2733318910,example.com          ,     26233,09/29/18 13:00:47,         2,     59.47,        28,     19.16,14.9344114,.000020019,53.3371637,5.93554813,.008768418
cdwprrn1       ,2733318910,example.com          ,     26243,09/29/18 23:00:25,         2,     59.75,        28,      8.39,5.84070851,9.9621E-06,20.8596633,3.13777645,.014026699
cdwprrn1       ,2733318910,example.com          ,     26251,09/30/18 07:00:05,         2,     60.05,        28,     10.21, 11.599617,         0,41.4272035,4.22352405,.009961936
cdwprrn1       ,2733318910,example.com          ,     26254,09/30/18 10:00:10,         2,     60.62,        28,     11.04,4.96623591,         0,17.7365568,2.65237244,.015515142
cdwprrn1       ,2733318910,example.com          ,     26258,09/30/18 14:00:06,         2,     60.58,        28,     16.02,12.1064154,.000058951,43.2371389,5.71988603,.012291216
cdwprrn1       ,2733318910,example.com          ,     26260,09/30/18 16:00:21,         2,     59.72,        28,      6.24,3.89196762,9.9677E-06,13.8998744,2.52715203,.018988477
cdwprrn1       ,2733318910,example.com          ,     26264,09/30/18 20:00:11,         2,     60.42,        28,     15.79, 13.204251,         0,47.1580394,8.30885714,.010492611
cdwprrn1       ,2733318910,example.com          ,     26266,09/30/18 22:00:16,         2,     60.57,        28,      5.35,4.50091635,         0,16.0747012,3.70871334,.014741725
cdwprrn1       ,2733318910,example.com          ,     26276,10/01/18 08:00:02,         2,     60.28,        28,       8.1,7.01932817,         0,25.0690292,4.38227221,.015413326
cdwprrn1       ,2733318910,example.com          ,     26279,10/01/18 11:00:08,         2,      60.6,        28,     10.15,11.6172497,         0,41.4901776,6.12445977,.012749489
cdwprrn1       ,2733318910,example.com          ,     26281,10/01/18 13:00:14,         2,     60.33,        28,     20.07,15.3989309,         0,54.9961819,8.01419692,.008622731
cdwprrn1       ,2733318910,example.com          ,     26282,10/01/18 14:00:34,         2,      59.8,        28,     23.37,16.6821544,         0,59.5791229,8.79890309,.013248527
cdwprrn1       ,2733318910,example.com          ,     26287,10/01/18 19:00:14,         2,     60.02,        28,     21.03, 16.940697,         0,60.5024894,8.77748245,.022602848
cdwprrn1       ,2733318910,example.com          ,     26291,10/01/18 23:00:39,         2,     59.52,        28,      10.7,8.18741809,         0,29.2407789,5.39204705,.024052886
cdwprrn1       ,2733318910,example.com          ,     26299,10/02/18 07:00:06,         2,     60.27,        28,      10.9,14.1643695,         0,50.5870338,5.42090708,.008286583
cdwprrn1       ,2733318910,example.com          ,     26317,10/03/18 01:00:04,         2,     60.22,        28,     11.27,18.5684916, .00001977,66.3160215,5.16313115,.008234154
cdwprrn1       ,2733318910,example.com          ,     26236,09/29/18 16:00:23,         2,     59.67,        28,      9.95,5.93667318,         0,21.2024042, 3.8200818,.012869114
cdwprrn1       ,2733318910,example.com          ,     26248,09/30/18 04:00:05,         2,     60.38,        28,      5.95,3.59802098,         0,12.8500749,2.23501636,.021134813
cdwprrn1       ,2733318910,example.com          ,     26253,09/30/18 09:00:22,         2,      59.8,        28,       6.9,4.47738294,         0,15.9906534,2.47488653,.019111323
cdwprrn1       ,2733318910,example.com          ,     26413,10/07/18 01:00:25,         2,     59.62,        28,     15.85,12.7921918,.000019969,45.6863792,6.22207357,.011731699
cdwprrn1       ,2733318910,example.com          ,     26414,10/07/18 02:00:02,         2,     60.57,        28,       7.4,9.87365438,         0,35.2630513,4.33622926,.014073433
cdwprrn1       ,2733318910,example.com          ,     26417,10/07/18 05:00:44,         2,     59.52,        28,     11.34,5.20612153,         0,18.5932912,2.45065408,.019472337
cdwprrn1       ,2733318910,example.com          ,     26444,10/08/18 08:00:31,         2,     59.52,        28,      7.58,6.34696444,         0,22.6677301,3.78601432,.010061207
cdwprrn1       ,2733318910,example.com          ,     25750,09/09/18 10:00:04,         2,      60.1,        28,      5.93,3.84832224,         0, 13.744008,2.16327945,.012469297
cdwprrn1       ,2733318910,example.com          ,     25841,09/13/18 05:00:19,         2,     59.85,        28,      4.33,2.35632136,         0,8.41543342,1.90957553,.021750806
cdwprrn1       ,2733318910,example.com          ,     25848,09/13/18 12:00:27,         2,     59.62,        28,      11.2,11.1141124,         0,39.6932585,5.28406686,.007987539
cdwprrn1       ,2733318910,example.com          ,     25863,09/14/18 03:00:23,         2,     60.05,        28,      4.88,1.71128504,         0,6.11173229,1.91009476,.017762975
cdwprrn1       ,2733318910,example.com          ,     25877,09/14/18 17:00:47,         2,     59.33,        28,     20.26,13.6363006,         0,48.7010734,6.38689807,.006651284
cdwprrn1       ,2733318910,example.com          ,     25894,09/15/18 10:00:12,         2,     60.23,        28,      7.06,5.47847261,9.8822E-06,19.5659637,2.66352083,.015228477
cdwprrn1       ,2733318910,example.com          ,     25905,09/15/18 21:00:08,         2,     60.18,        28,      8.21,7.22291609,         0,25.7961289,3.95732286,.013450963
cdwprrn1       ,2733318910,example.com          ,     25909,09/16/18 01:00:07,         2,     59.95,        28,      7.16,5.03061996,.000029787,17.9664701,4.27823782,.014933079
cdwprrn1       ,2733318910,example.com          ,     25915,09/16/18 07:00:19,         2,     60.18,        28,      5.69, 3.6671476,         0,13.0969557,2.57310005,.017149978
cdwprrn1       ,2733318910,example.com          ,     25929,09/16/18 21:00:19,         2,     60.53,        28,     11.71,12.0489565,         0,43.0319875,5.21379405,.009921728
cdwprrn1       ,2733318910,example.com          ,     25930,09/16/18 22:00:51,         2,     59.15,        28,      7.62,5.85001691,         0,20.8929175,3.20450429, .01649358
cdwprrn1       ,2733318910,example.com          ,     25933,09/17/18 01:00:27,         2,     60.05,        28,      6.91,4.58197613,.000019825,16.3641806,4.00713691,.014789263
cdwprrn1       ,2733318910,example.com          ,     25938,09/17/18 06:00:44,         2,     59.37,        28,      5.81,5.44568782,         0,19.4488851,3.22851328,.012352611
cdwprrn1       ,2733318910,example.com          ,     25944,09/17/18 12:00:38,         2,     59.48,        28,     25.51,15.2258728,         0,54.3781171,6.59175239,.010717288
cdwprrn1       ,2733318910,example.com          ,     25966,09/18/18 10:00:24,         2,     59.65,        28,       9.2,5.56141939,         0,19.8622121,3.21162136,.013221969
cdwprrn1       ,2733318910,example.com          ,     26012,09/20/18 08:00:31,         2,     59.98,        28,      8.82,5.82144485,         0,20.7908744, 3.1051681,.014091216
cdwprrn1       ,2733318910,example.com          ,     26035,09/21/18 07:00:45,         2,     59.28,        28,      7.77,11.0073686,         0,39.3120306,4.73580264,.034318647
cdwprrn1       ,2733318910,example.com          ,     26040,09/21/18 12:00:52,         2,     59.42,        28,     16.06,12.7534025,         0,45.5478662,6.53119615,.010769385
cdwprrn1       ,2733318910,example.com          ,     26053,09/22/18 01:00:15,         2,     59.75,        28,      7.62, 4.0510516,.000019924,14.4680215,4.51194461,.016397689
cdwprrn1       ,2733318910,example.com          ,     26087,09/23/18 11:00:04,         2,     60.02,        28,     11.01,7.70764232,         0, 27.527294,4.42050819,.013488317
cdwprrn1       ,2733318910,example.com          ,     26091,09/23/18 15:00:08,         2,     60.02,        28,      5.07,3.06336851,         0,10.9406018,2.85887849,.017713334
cdwprrn1       ,2733318910,example.com          ,     26100,09/24/18 00:00:03,         2,     60.62,        28,     12.77,  5.678573,9.8197E-06, 20.280608,3.90273577,.024883145
cdwprrn1       ,2733318910,example.com          ,     26101,09/24/18 01:00:40,         2,     59.75,        28,      15.7,10.9942399,.000019924,39.2651225,6.41335923,.016068938
cdwprrn1       ,2733318910,example.com          ,     26111,09/24/18 11:00:32,         2,      59.9,        28,       8.9,8.43660267,         0,30.1307238,4.42767708,.015611336
cdwprrn1       ,2733318910,example.com          ,     26118,09/24/18 18:00:14,         2,     59.87,        28,       4.1,2.95775612,         0,10.5634147,2.64735126,.013880051
cdwprrn1       ,2733318910,example.com          ,     26126,09/25/18 02:00:09,         2,     59.92,        28,      4.61,2.92850904,         0,10.4589609,2.44266839,.013798927
cdwprrn1       ,2733318910,example.com          ,     26138,09/25/18 14:00:03,         2,        60,        28,     13.37,7.16427778,         0,25.5867063,5.32852183,.012748016
cdwprrn1       ,2733318910,example.com          ,     26156,09/26/18 08:00:28,         2,     59.58,        28,       9.5,8.25856224,         0,29.4948651,4.31465534,.015084915
cdwprrn1       ,2733318910,example.com          ,     26167,09/26/18 19:00:04,         2,     59.95,        28,      9.27,10.7834112,         0,38.5121828,6.97110687,.013761468
cdwprrn1       ,2733318910,example.com          ,     26181,09/27/18 09:00:15,         2,     59.83,        28,      9.54,7.44209192,         0,26.5788997,3.86750895, .01500199
cdwprrn1       ,2733318910,example.com          ,     26182,09/27/18 10:00:05,         2,     60.37,        28,      7.86, 5.9681778,         0,21.3149207, 3.6538416,.014169362
cdwprrn1       ,2733318910,example.com          ,     26199,09/28/18 03:00:46,         2,     59.47,        28,     15.13,11.9789154,         0,42.7818406,3.42090407,.014664078
cdwprrn1       ,2733318910,example.com          ,     26271,10/01/18 03:00:10,         2,        60,        28,      5.87,6.15950278,         0,21.9982242,3.47690476,.012857143
cdwprrn1       ,2733318910,example.com          ,     26275,10/01/18 07:00:22,         2,     59.67,        28,      6.02,5.87416201,         0,  20.97915,3.97867119,.009976057
cdwprrn1       ,2733318910,example.com          ,     26305,10/02/18 13:00:28,         2,     59.72,        28,     14.56,14.2022104,         0,50.7221801,6.87384873, .00903074
cdwprrn1       ,2733318910,example.com          ,     26327,10/03/18 11:00:22,         2,     59.85,        28,     13.05,11.1245642,         0,39.7305864, 5.3173907,.025191948
cdwprrn1       ,2733318910,example.com          ,     26329,10/03/18 13:00:38,         2,     59.62,        28,     26.16,13.8302013,         0, 49.393576,7.61949359,.009265546
cdwprrn1       ,2733318910,example.com          ,     26345,10/04/18 05:00:12,         2,     59.97,        28,     17.28,14.4271957,         0,51.5256988,6.12904987,.014005797
cdwprrn1       ,2733318910,example.com          ,     26351,10/04/18 11:00:30,         2,     59.92,        28,     11.09,9.51529624,         0,33.9832009,4.87453805,.012924697
cdwprrn1       ,2733318910,example.com          ,     26352,10/04/18 12:00:25,         2,      59.8,        28,      18.4,11.6056382,         0, 41.448708,6.32418578,.007465361
cdwprrn1       ,2733318910,example.com          ,     26362,10/04/18 22:00:35,         2,     59.77,        28,      5.88,3.89942276,         0,13.9265098,3.42647996,.012329695
cdwprrn1       ,2733318910,example.com          ,     26363,10/04/18 23:00:21,         2,     59.92,        28,      9.44,3.71287622,         0,13.2602722,3.30229485,.017623684
cdwprrn1       ,2733318910,example.com          ,     26367,10/05/18 03:00:16,         2,      59.9,        28,      6.64,4.04466055,         0,14.4452162, 3.5672152,.013564274
cdwprrn1       ,2733318910,example.com          ,     26376,10/05/18 12:00:25,         2,      60.3,        28,     12.33,11.9297789,         0,42.6063532,5.23725618,.012240385
cdwprrn1       ,2733318910,example.com          ,     26387,10/05/18 23:00:16,         2,     59.77,        28,      7.72,4.79569158,         0,17.1274699,4.23707274,.010975221
cdwprrn1       ,2733318910,example.com          ,     26446,10/08/18 10:00:21,         2,     59.77,        28,      7.12,5.91772448,         0,21.1347303,3.30018524,.011214246
cdwprrn1       ,2733318910,example.com          ,     26303,10/02/18 11:00:14,         2,     60.38,        28,     10.47,9.84459012,         0,35.1592504,4.79757305,.014165451
cdwprrn1       ,2733318910,example.com          ,     26375,10/05/18 11:00:08,         2,     60.28,        28,      22.8,12.1791346,         0,43.4969094,5.58537067,.010130732
cdwprrn1       ,2733318910,example.com          ,     26422,10/07/18 10:00:31,         2,     59.52,        28,      8.73,4.92215346,.000010001,17.5791095,2.80978717,.016722007
cdwprrn1       ,2733318910,example.com          ,     26013,09/20/18 09:00:30,         2,     59.77,        28,      7.04,6.56391244,         0,23.4425444,2.96483348,.010726237
cdwprrn1       ,2733318910,example.com          ,     26016,09/20/18 12:00:27,         2,     60.02,        28,     17.13,13.5533824,         0,48.4049371, 5.2095648,.008926092
cdwprrn1       ,2733318910,example.com          ,     26063,09/22/18 11:00:00,         2,     60.27,        28,     13.45,11.2214823,         0,40.0767225,5.87831858,.014765724
cdwprrn1       ,2733318910,example.com          ,     26084,09/23/18 08:00:18,         2,     60.35,        28,      5.05,3.10199669,         0,11.0785596,2.56020436,.015820413
cdwprrn1       ,2733318910,example.com          ,     26134,09/25/18 10:00:29,         2,     59.68,        28,      6.76, 5.5166406,         0,19.7022879,3.47603423,.011459289
cdwprrn1       ,2733318910,example.com          ,     26136,09/25/18 12:00:52,         2,     59.37,        28,     14.24,12.9779759,         0,46.3499138,6.10501725,.011580573
cdwprrn1       ,2733318910,example.com          ,     26162,09/26/18 14:00:01,         2,     60.38,        28,     13.51,11.8893817,         0,42.4620776,5.19293403,.030815031
cdwprrn1       ,2733318910,example.com          ,     26208,09/28/18 12:00:30,         2,      60.4,        28,      25.4,16.0452566,         0,57.3044879,6.54230724,.008623068
